CLASIFI_SU,Estado20_1,Shape_Leng,IDNodo,IDEstacion,FID_Grilla,Largo_Via,FID_LINK,ROW,COL,LAT,LON
Troncal,REGULAR,85.4791831979,3493.0,1.0,2856.0,85.4792,11.0,42.0,39.0,4.728607,-74.05397
