ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
53,37,4.8272,-74.072,PNH4,g/s,4.00694836945e-08,2.96687522777e-08,2.82829703889e-08,2.89231695833e-08,3.22886775833e-08,6.16404037778e-08,1.18420185861e-07,1.38656340639e-07,1.48086353611e-07,1.43316512334e-07,1.53802514166e-07,1.52469300528e-07,1.38413206083e-07,1.53026875056e-07,1.45650048e-07,1.73931093056e-07,1.72146869028e-07,1.6730323175e-07,1.6602228025e-07,1.61569282972e-07,1.44053889139e-07,1.15702795305e-07,9.23648762778e-08,6.09678855834e-08,4.00694836945e-08,
42,39,4.728607,-74.05397,PNO3,g/s,2.37858416667e-08,1.76117958333e-08,1.67891833333e-08,1.71692208333e-08,1.91670541667e-08,3.65906583333e-08,7.02959833333e-08,8.2308475e-08,8.79062708333e-08,8.5074825e-08,9.12994708333e-08,9.05080583333e-08,8.21641416667e-08,9.08390416667e-08,8.64600458333e-08,1.032480875e-07,1.02188945833e-07,9.93136958333e-08,9.85532833333e-08,9.59099208333e-08,8.55125333333e-08,6.86828958333e-08,5.48291708333e-08,3.61914416667e-08,2.37858416667e-08,
53,37,4.8272,-74.072,PSI,g/s,2.42525822361e-07,1.79574026944e-07,1.71186399722e-07,1.75061289583e-07,1.95431469583e-07,3.73086654445e-07,7.16753756528e-07,8.39235745972e-07,8.96312140278e-07,8.67442048333e-07,9.30909954167e-07,9.22840503194e-07,8.37764142083e-07,9.26215296389e-07,8.8156608e-07,1.05274082639e-06,1.04194157569e-06,1.01262482375e-06,1.00487169625e-06,9.77919344305e-07,8.71905118472e-07,7.00306392639e-07,5.59050566945e-07,3.69016149583e-07,2.42525822361e-07,
42,39,4.728607,-74.05397,PAL,g/s,9.59362280556e-09,7.10342431944e-09,6.77163727778e-09,6.92491906944e-09,7.73071184722e-09,1.47582321944e-08,2.83527132778e-08,3.31977515833e-08,3.54555292361e-08,3.431351275e-08,3.68241199028e-08,3.65049168611e-08,3.31395371389e-08,3.66384134722e-08,3.48722184861e-08,4.16433952917e-08,4.12162081528e-08,4.00565239861e-08,3.97498242778e-08,3.86836680694e-08,3.44900551111e-08,2.77021013194e-08,2.21144322361e-08,1.45972148056e-08,9.59362280556e-09,
42,39,4.728607,-74.05397,PH2O,g/s,1.19087780611e-07,8.81763911389e-08,8.40578445556e-08,8.59605656389e-08,9.59630511944e-08,1.83197229389e-07,3.51948556556e-07,4.12091098167e-07,4.40117395972e-07,4.259412905e-07,4.57106017306e-07,4.53143678722e-07,4.11368469278e-07,4.54800801944e-07,4.32876629472e-07,5.16928758083e-07,5.11625988806e-07,4.97230570472e-07,4.93423438556e-07,4.80189003639e-07,4.28132750222e-07,3.43872365139e-07,2.74511381972e-07,1.81198484611e-07,1.19087780611e-07,
42,39,4.728607,-74.05397,PCA,g/s,1.77600951111e-08,1.31501408889e-08,1.25359235556e-08,1.28196848889e-08,1.43114004444e-08,2.73210248889e-08,5.24876675556e-08,6.14569946667e-08,6.56366822222e-08,6.3522536e-08,6.81702715556e-08,6.75793502222e-08,6.13492257778e-08,6.78264844444e-08,6.45568342222e-08,7.70919053333e-08,7.63010795556e-08,7.41542262222e-08,7.35864515556e-08,7.16127408889e-08,6.38493582222e-08,5.12832288889e-08,4.09391142222e-08,2.70229431111e-08,1.77600951111e-08,
42,39,4.728607,-74.05397,PCL,g/s,1.23686376667e-07,9.15813383333e-08,8.73037533333e-08,8.92799483333e-08,9.96686816667e-08,1.90271423333e-07,3.65539113333e-07,4.2800407e-07,4.57112608333e-07,4.4238909e-07,4.74757248333e-07,4.70641903333e-07,4.27253536667e-07,4.72363016667e-07,4.49592238333e-07,5.36890055e-07,5.31382518333e-07,5.16431218333e-07,5.12477073333e-07,4.98731588333e-07,4.44665173333e-07,3.57151058333e-07,2.85111688333e-07,1.88195496667e-07,1.23686376667e-07,
53,37,4.8272,-74.072,PMOTHR,g/s,1.29909483978e-05,9.61892179111e-06,9.16963671555e-06,9.37719603333e-06,1.04683291533e-05,1.99844677511e-05,3.83930707844e-05,4.49538451755e-05,4.80111546444e-05,4.64647218933e-05,4.98643940667e-05,4.94321521712e-05,4.48750183934e-05,4.96129237022e-05,4.722127872e-05,5.63902912222e-05,5.58118270112e-05,5.424146882e-05,5.382617086e-05,5.23824622689e-05,4.67037872156e-05,3.75120641622e-05,2.99456651511e-05,1.97664302733e-05,1.29909483978e-05,
53,37,4.8272,-74.072,PFE,g/s,9.70103289445e-07,7.18296107777e-07,6.84745598889e-07,7.00245158333e-07,7.81725878333e-07,1.49234661778e-06,2.86701502611e-06,3.35694298389e-06,3.58524856111e-06,3.46976819334e-06,3.72363981666e-06,3.69136201278e-06,3.35105656833e-06,3.70486118556e-06,3.52626432e-06,4.21096330556e-06,4.16776630278e-06,4.050499295e-06,4.019486785e-06,3.91167737722e-06,3.48762047389e-06,2.80122557055e-06,2.23620226778e-06,1.47606459834e-06,9.70103289445e-07,
42,39,4.728607,-74.05397,PEC,g/s,3.48859011111e-06,2.58306338889e-06,2.46241355556e-06,2.51815238889e-06,2.81116794444e-06,5.36662988889e-06,1.03100775556e-05,1.20719096667e-05,1.28929197222e-05,1.2477641e-05,1.33905890556e-05,1.32745152222e-05,1.20507407778e-05,1.33230594444e-05,1.26808067222e-05,1.51430528333e-05,1.49877120556e-05,1.45660087222e-05,1.44544815556e-05,1.40667883889e-05,1.25418382222e-05,1.00734913889e-05,8.04161172222e-06,5.30807811111e-06,3.48859011111e-06,
42,39,4.728607,-74.05397,PNA,g/s,9.67290894444e-09,7.16213030556e-09,6.82760122222e-09,6.98214980556e-09,7.79460202778e-09,1.48802010556e-08,2.85870332222e-08,3.34721131667e-08,3.57485501389e-08,3.45970955e-08,3.71284514722e-08,3.68066103889e-08,3.34134176111e-08,3.69412102778e-08,3.51604186389e-08,4.19875555833e-08,4.15568379722e-08,4.03875696389e-08,4.00783352222e-08,3.90033678056e-08,3.47750968889e-08,2.79310443056e-08,2.22971961389e-08,1.47178529444e-08,9.67290894444e-09,
53,37,4.8272,-74.072,PNA,g/s,1.28644131861e-07,9.52523099444e-08,9.08032207222e-08,9.28585970833e-08,1.03663649083e-07,1.97898138445e-07,3.80191123028e-07,4.45159830472e-07,4.75435135278e-07,4.60121434333e-07,4.93787019167e-07,4.89506701694e-07,4.44379240583e-07,4.91296809389e-07,4.67613312e-07,5.58410351389e-07,5.52682053194e-07,5.3713142825e-07,5.3301889975e-07,5.18722434805e-07,4.62488801972e-07,3.71466869139e-07,2.96539865945e-07,1.95739001083e-07,1.28644131861e-07,
