ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
42,39,4.728607,-74.05397,PM10,g/h,1.89974253,1.37584172,1.38406677,1.62354438,3.55977353,7.06343806,9.22110453,9.65696113,10.24044844,9.49384088,9.1070935,9.33515352,8.73753886,9.36567896,8.67119609,9.94039575,8.50070502,7.91390763,7.61696782,7.80547919,6.96022851,5.60896574,5.29063737,3.54647136,1.89974253,
53,37,4.8272,-74.072,UNR,mol/h,3.38589947,2.5932076,2.43448534,2.56183946,2.98474611,6.02154142,11.06698825,12.39564221,12.71970182,12.02318017,12.87957613,12.88098542,12.21183858,13.55772171,12.6370136,14.8631795,14.41127681,13.92446949,13.39972271,13.01897116,11.67758723,9.3717304,7.69199821,5.08512969,3.38589947,
53,37,4.8272,-74.072,PEC,g/h,9.37697286,6.40108761,6.50371664,7.82386743,19.67241889,39.87087575,50.47675429,52.8436497,56.73225059,51.95686604,47.74944789,49.92317563,46.24018421,48.59670867,44.83840331,51.27106184,42.06328506,39.10833963,38.15484754,39.20998182,34.81203148,28.52775989,28.01178846,19.12382199,9.37697286,
53,37,4.8272,-74.072,FORM,mol/h,0.26627153,0.19419004,0.18761511,0.21232426,0.43082884,0.91356122,1.29283125,1.34005469,1.39383558,1.28574582,1.21614929,1.26026683,1.19094611,1.2733786,1.15649151,1.33231474,1.14226721,1.0832022,1.03093037,1.02790844,0.90875707,0.7356031,0.70826781,0.47611696,0.26627153,
42,39,4.728607,-74.05397,PSI,g/h,0.00761914,0.00571075,0.00590036,0.00711132,0.016213,0.03121883,0.03818113,0.03903203,0.04147532,0.03870943,0.03720401,0.03798443,0.03531967,0.03817181,0.03510207,0.04021535,0.03362194,0.03071736,0.02925783,0.03081297,0.02753755,0.02195895,0.02118416,0.01418285,0.00761914,
42,39,4.728607,-74.05397,PMOTHR,g/h,0.05683066,0.04309756,0.04304117,0.04951438,0.09551083,0.18523568,0.2500613,0.26306639,0.27696236,0.25986608,0.25879511,0.26143218,0.24526216,0.26715077,0.24767763,0.28550485,0.2522451,0.23533507,0.22480343,0.22977164,0.20542469,0.16373818,0.14854129,0.09864242,0.05683066,
53,37,4.8272,-74.072,PMN,g/h,0.00065997,0.00049622,0.00047242,0.00049794,0.00071856,0.00147944,0.0024977,0.00277539,0.00295356,0.00281189,0.00285058,0.00287536,0.00264095,0.00285368,0.00265696,0.00312181,0.00292632,0.00283259,0.00275275,0.00269789,0.00237872,0.00191726,0.00162994,0.0010867,0.00065997,
42,39,4.728607,-74.05397,PSO4,g/h,0.07465476,0.0509676,0.04892417,0.05296834,0.0821951,0.16664206,0.2589731,0.28432516,0.2946306,0.2792762,0.28886086,0.29043183,0.27510631,0.29940377,0.28220985,0.32731885,0.30855747,0.29600905,0.28617249,0.28313625,0.25527383,0.20816974,0.18786534,0.12066763,0.07465476,
42,39,4.728607,-74.05397,MEOH,mol/h,0.00015342,0.00011884,0.0001137,0.00011365,0.00010847,0.00019335,0.00041206,0.00049054,0.00053707,0.00053652,0.00058694,0.00057699,0.00050325,0.00056007,0.00053038,0.00064502,0.00064966,0.0006336,0.00062938,0.00061433,0.00054126,0.00043055,0.00033291,0.00022316,0.00015342,
53,37,4.8272,-74.072,PMG,g/h,0.01214069,0.00927865,0.00894899,0.01004,0.01644171,0.03295125,0.04940493,0.05291499,0.05452042,0.05083766,0.05216089,0.05261792,0.0505186,0.05523704,0.05113888,0.05882185,0.05378647,0.05091546,0.04810129,0.04811831,0.043238,0.03475323,0.03054167,0.02010934,0.01214069,
42,39,4.728607,-74.05397,BEN,mol/h,0.01216708,0.00964208,0.00875329,0.00970266,0.01239734,0.02763094,0.04752839,0.0497388,0.0473859,0.04264634,0.04526879,0.04605865,0.04781102,0.05318821,0.04804572,0.05463281,0.05094757,0.04878324,0.04393968,0.04235575,0.03858679,0.03106669,0.02754044,0.01803486,0.01216708,
53,37,4.8272,-74.072,IOLE,mol/h,0.2893544,0.2217372,0.20915799,0.22197023,0.27395018,0.54897908,0.95803929,1.04912047,1.06899768,1.00725739,1.06888859,1.07509167,1.01782024,1.13724204,1.05047371,1.23976367,1.18536075,1.13915551,1.09456941,1.06691177,0.95815868,0.76624825,0.64348122,0.42842527,0.2893544,
53,37,4.8272,-74.072,PNH4,g/h,0.28161121,0.2150449,0.21116074,0.24187927,0.44016029,0.86982886,1.22071225,1.28850009,1.33915157,1.24825073,1.25647553,1.27211718,1.2109988,1.32013089,1.21899873,1.40025185,1.24889426,1.17105282,1.1075654,1.1231448,1.00774014,0.80795475,0.72742249,0.48166912,0.28161121,
42,39,4.728607,-74.05397,PAR,mol/h,1.39379568,1.07285439,1.00332602,1.07407437,1.34839211,2.78530186,4.86104554,5.2963371,5.34227789,4.98670878,5.27502209,5.31505077,5.13122756,5.69960475,5.25338259,6.13586128,5.83684162,5.61375118,5.32729298,5.18059414,4.6593087,3.73843666,3.16598184,2.09625328,1.39379568,
42,39,4.728607,-74.05397,PAL,g/h,0.00313108,0.00237849,0.00236101,0.00272032,0.00517727,0.01012801,0.01381092,0.01451859,0.01519801,0.01420678,0.01418119,0.01435519,0.01355761,0.01476274,0.01365061,0.01569917,0.01387768,0.01296115,0.01231612,0.01256598,0.01125536,0.00900018,0.00817705,0.00542462,0.00313108,
42,39,4.728607,-74.05397,PH2O,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,39,4.728607,-74.05397,SO2,g/h,3.35114015,2.54320935,2.40679645,2.46142241,2.48682821,4.71277183,9.5591847,11.19642743,11.8103087,11.42262152,12.51429752,12.37908956,11.3400831,12.6462747,11.97515278,14.30480401,14.28800306,13.88173869,13.65772455,13.26327653,11.85762969,9.50416202,7.47251933,4.94089991,3.35114015,
42,39,4.728607,-74.05397,CO,g/h,526.58151047,408.36453088,384.30234743,411.35305066,522.99249415,1055.88775951,1778.44744656,1884.71319296,1883.48379863,1763.19973321,1861.09485865,1886.01277729,1801.28677987,2031.69162114,1845.85513855,2180.7450316,2052.36419742,1960.10923706,1859.5402345,1815.30340645,1633.25505341,1299.37912922,1126.83193895,756.17626427,526.58151047,
42,39,4.728607,-74.05397,UNR,mol/h,0.25458995,0.19498647,0.18305191,0.19262784,0.2244267,0.45276704,0.83214037,0.93204347,0.9564099,0.90403757,0.96843105,0.968537,0.91822303,1.01942165,0.95019246,1.11758062,1.08360149,1.04699788,1.00754151,0.9789123,0.87805205,0.70467185,0.57837076,0.38235708,0.25458995,
42,39,4.728607,-74.05397,FORM,mol/h,0.02002129,0.01460136,0.01410701,0.01596491,0.03239456,0.06869177,0.09720955,0.10076034,0.1048042,0.09667683,0.09144374,0.09476101,0.08954869,0.09574688,0.08695801,0.10017837,0.08588847,0.08144732,0.07751693,0.0772897,0.06833055,0.05531089,0.05325551,0.03579979,0.02002129,
53,37,4.8272,-74.072,PM2.5 BRAKE,g/h,9.67853509,6.9442396,6.67716686,7.04410314,9.62076834,18.69896028,31.23452696,35.28622912,37.30151173,35.43909336,36.95968786,37.10744607,34.08952082,37.61684032,35.55716144,42.13693054,40.352091,38.8144939,38.47057175,37.74316531,33.84457044,27.30623316,22.9618078,15.17589507,9.67853509,
53,37,4.8272,-74.072,ALDX,mol/h,0.06434983,0.04746871,0.04569663,0.05151375,0.1011277,0.21435986,0.30778257,0.3202843,0.33254593,0.3067651,0.29242097,0.3023703,0.28643855,0.30697372,0.27904099,0.32156003,0.27791764,0.26388654,0.25080918,0.24950278,0.22078286,0.17850605,0.16947373,0.11392401,0.06434983,
53,37,4.8272,-74.072,OLE,mol/h,1.68090065,1.27868204,1.20829345,1.27045428,1.54753829,3.09425485,5.55290015,6.22104328,6.45105424,6.1192178,6.48776746,6.49689948,6.0857451,6.73719617,6.28750176,7.417394,7.15350626,6.90751361,6.69234638,6.52100244,5.833326,4.68068118,3.85733015,2.55841537,1.68090065,
42,39,4.728607,-74.05397,UNK,mol/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42,39,4.728607,-74.05397,PK,g/h,0.00089571,0.00067764,0.00067948,0.00079552,0.00160705,0.00313783,0.00413021,0.00429791,0.00451001,0.00420584,0.00414774,0.00421553,0.00397322,0.0043144,0.00397687,0.00456239,0.00396014,0.00367443,0.00348493,0.00358926,0.00321573,0.00257356,0.00238804,0.0015882,0.00089571,
53,37,4.8272,-74.072,ALD2,mol/h,0.11840218,0.08772363,0.08503483,0.09472297,0.17414156,0.35790116,0.50926785,0.52380268,0.5408583,0.50197072,0.48379948,0.50053744,0.46746794,0.51091336,0.46135933,0.54032631,0.46966233,0.44335162,0.4254179,0.42407212,0.37684132,0.30182669,0.28710564,0.19480457,0.11840218,
53,37,4.8272,-74.072,PCA,g/h,0.20899235,0.15814911,0.15883533,0.18620247,0.37854004,0.73822493,0.96777753,1.00621018,1.05676841,0.98567006,0.97081243,0.98676834,0.92918295,1.00883382,0.92985971,1.06682313,0.92436687,0.85701112,0.81310942,0.83836866,0.75093813,0.60071804,0.55818262,0.37141624,0.20899235,
53,37,4.8272,-74.072,UNK,mol/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53,37,4.8272,-74.072,PCL,g/h,0.05450374,0.04070199,0.04248929,0.05173997,0.1224682,0.23501257,0.28111353,0.28567895,0.3046776,0.28434543,0.27097952,0.27714965,0.25667218,0.27692788,0.25439305,0.2912456,0.24025893,0.21827359,0.20812866,0.22095787,0.1973328,0.15721155,0.15382655,0.10320572,0.05450374,
42,39,4.728607,-74.05397,TERP,mol/h,4.14e-05,2.884e-05,2.896e-05,3.362e-05,8.733e-05,0.00018482,0.00024343,0.00025168,0.00027157,0.00025167,0.00022558,0.00023585,0.00021535,0.00022371,0.00020378,0.00023426,0.00019018,0.00017956,0.00017486,0.00017749,0.00015397,0.00012538,0.00012597,8.566e-05,4.14e-05,
53,37,4.8272,-74.072,NOX,g/h,1235.34796476,831.86003935,808.49259493,899.86793866,1695.54461987,3458.96751162,5056.17430316,5596.08457096,5953.85101976,5462.25271028,5293.79787122,5473.16669258,5090.61171821,5448.52786744,5128.11356792,5968.50577768,5347.10174388,5104.1934025,5092.47440805,5028.39717236,4513.48529847,3708.64904439,3309.25631184,2233.96533657,1235.34796476,
42,39,4.728607,-74.05397,XYL,mol/h,0.04803952,0.03772698,0.03478788,0.03825475,0.04974506,0.10642202,0.17806485,0.18543419,0.17859486,0.1624948,0.17174142,0.17494041,0.17684407,0.19848471,0.17898953,0.20650098,0.19204044,0.18314768,0.16780285,0.16270418,0.14790481,0.11836095,0.10526172,0.06970714,0.04803952,
42,39,4.728607,-74.05397,OLE,mol/h,0.12638897,0.09614567,0.09085306,0.09552702,0.11636129,0.23266081,0.41752933,0.46776782,0.48506262,0.46011148,0.48782313,0.4885098,0.45759463,0.50657802,0.47276494,0.55772291,0.53788085,0.51938437,0.50320571,0.49032214,0.43861489,0.35194614,0.29003738,0.19237037,0.12638897,
42,39,4.728607,-74.05397,ETHA,mol/h,0.64104195,0.4837436,0.46134108,0.46141788,0.41263374,0.72688172,1.63975398,2.01330139,2.18393252,2.15232509,2.39561476,2.34713907,2.08829116,2.33268611,2.24400654,2.71263407,2.77256609,2.70598199,2.71099158,2.63194672,2.34618336,1.87839429,1.42114415,0.93999864,0.64104195,
42,39,4.728607,-74.05397,PM 2.5 TIRE,g/h,0.1314324,0.09755557,0.09303652,0.09507195,0.10817199,0.20715225,0.3937675,0.45629354,0.48593828,0.46972561,0.50305742,0.49987516,0.45314194,0.50203497,0.47566227,0.56812005,0.56012124,0.54321495,0.53868078,0.52531432,0.46828668,0.37594661,0.3018523,0.19946432,0.1314324,
42,39,4.728607,-74.05397,VOC,g/h,59.93188334,45.74886968,43.19491416,45.35796611,53.50448315,106.13647789,192.31117137,215.00864212,221.75059502,210.47121418,224.93593959,225.08635438,211.08752773,235.09674484,219.03056878,259.06700794,250.83200343,242.01220808,234.31673464,228.13483427,204.45881413,163.75888792,134.65133827,89.38936463,59.93188334,
42,39,4.728607,-74.05397,PNO3,g/h,0.00626101,0.00469592,0.00484904,0.00584954,0.01333674,0.02570656,0.03145035,0.0321357,0.03412063,0.03182379,0.0305835,0.03123927,0.0290759,0.03142063,0.02887705,0.03306855,0.02762755,0.02523721,0.02401317,0.02529355,0.02261134,0.01803913,0.01741768,0.01166189,0.00626101,
53,37,4.8272,-74.072,PM10,g/h,25.26548311,18.29790343,18.40729228,21.59220654,47.3429404,93.93966421,122.63538664,128.43202907,136.19207501,126.26262373,121.11910587,124.15217285,116.2042418,124.55814411,115.32192095,132.20154679,113.05448769,105.25041991,101.30129148,103.8083838,92.56703621,74.59601869,70.36243471,47.16602917,25.26548311,
53,37,4.8272,-74.072,PFE,g/h,0.14613937,0.11221994,0.10778554,0.1203763,0.19160533,0.3851626,0.58774299,0.63151823,0.64923489,0.60525297,0.62405318,0.6288967,0.60514506,0.66241831,0.61335898,0.70574923,0.64886338,0.61537627,0.58091253,0.57937558,0.52067944,0.4184237,0.3648549,0.24015892,0.14613937,
42,39,4.728607,-74.05397,ETH,mol/h,0.12975341,0.09821236,0.09294555,0.10147426,0.15666328,0.32775339,0.51959548,0.55502703,0.5686635,0.52842024,0.53294694,0.54298896,0.518814,0.5667999,0.51970589,0.60368932,0.55211953,0.52850403,0.50240397,0.49315536,0.44030567,0.35441249,0.31424551,0.20947113,0.12975341,
42,39,4.728607,-74.05397,NOX,g/h,92.88732223,62.54857231,60.79154562,67.66216929,127.49007073,260.08399164,380.17992094,420.77643338,447.67732961,410.71345234,398.04712727,411.53408799,382.76931227,409.68146462,385.58912211,448.77923874,402.05511053,383.79053568,382.90937017,378.09132457,339.37447187,278.85785099,248.82702367,167.97458198,92.88732223,
53,37,4.8272,-74.072,PNA,g/h,0.01658161,0.01207519,0.01248739,0.01501517,0.03449398,0.06657117,0.08124164,0.08325656,0.08856439,0.08282858,0.07953651,0.08122004,0.07539829,0.08130609,0.07500682,0.08595829,0.07209167,0.06601521,0.06313952,0.06639908,0.05940777,0.0475815,0.04634234,0.03083656,0.01658161,
53,37,4.8272,-74.072,TOL,mol/h,0.41427612,0.32444647,0.30114894,0.3304325,0.43404253,0.9123261,1.50166219,1.55513582,1.50167353,1.37175034,1.44654617,1.4754543,1.47547502,1.6649311,1.49769819,1.73959982,1.61293893,1.53417346,1.41426728,1.37510503,1.24948546,0.99656647,0.89085291,0.59333461,0.41427612,
53,37,4.8272,-74.072,PMOTHR,g/h,0.75581499,0.57317247,0.57242267,0.65851259,1.27023893,2.46352805,3.3256711,3.49863149,3.68344035,3.45606937,3.44182639,3.47689771,3.26184556,3.55295177,3.29396993,3.79705028,3.35471487,3.12982144,2.98975633,3.05583086,2.73203006,2.1776239,1.97551386,1.31188734,0.75581499,
42,39,4.728607,-74.05397,POC,g/h,0.64270759,0.48583148,0.48913572,0.57451543,1.17961783,2.29692305,2.99262886,3.10765862,3.2679473,3.04901921,2.99701713,3.04689718,2.86510008,3.10963417,2.86628531,3.28862939,2.84206867,2.63209161,2.4989288,2.58073653,2.3109636,1.84793058,1.72180946,1.14622856,0.64270759,
42,39,4.728607,-74.05397,ETOH,mol/h,0.01059296,0.00814779,0.0078341,0.00846842,0.01162398,0.02225408,0.03370416,0.03411505,0.03376814,0.03169405,0.03300774,0.03384659,0.03147125,0.03660349,0.03261515,0.03950389,0.03617828,0.03394057,0.03268361,0.03228784,0.02921656,0.02289053,0.02081494,0.01429777,0.01059296,
53,37,4.8272,-74.072,MEOH,mol/h,0.00204042,0.0015806,0.00151219,0.00151158,0.00144262,0.00257142,0.00548023,0.0065237,0.00714277,0.00713542,0.00780591,0.00767363,0.00669289,0.0074486,0.00705374,0.00857827,0.00864018,0.00842654,0.00837046,0.00817027,0.0071984,0.005726,0.00442748,0.00296784,0.00204042,
53,37,4.8272,-74.072,TOG,g/h,831.21126911,635.52864482,598.48792376,630.10140272,744.65501486,1490.08594117,2698.84992865,3008.94060675,3089.65799464,2923.95521327,3125.14175222,3129.0792846,2952.96904892,3286.65987489,3058.31592671,3607.58718755,3488.39323918,3365.60272275,3246.11052404,3158.13201998,2832.63036976,2270.1890341,1872.20733753,1241.10538477,831.21126911,
42,39,4.728607,-74.05397,PTI,g/h,0.00038308,0.00028955,0.0002914,0.0003425,0.00070361,0.00137123,0.00178644,0.00185441,0.00194903,0.00181761,0.00178632,0.00181673,0.00170944,0.00185508,0.00170929,0.00196048,0.00169337,0.00156814,0.00148785,0.00153674,0.00137643,0.00110108,0.00102688,0.00068359,0.00038308,
53,37,4.8272,-74.072,PM10 BRAKE,g/h,77.42838337,55.55400761,53.41740009,56.35290732,76.96621367,149.59197677,249.87689248,282.29057277,298.4127243,283.513252,295.67807339,296.86014162,272.71692794,300.93551865,284.45802129,337.09617836,322.8174367,310.51665342,307.76511328,301.94580731,270.75702048,218.45025738,183.69479726,121.40735394,77.42838337,
42,39,4.728607,-74.05397,PNH4,g/h,0.02117469,0.01616949,0.01587743,0.01818721,0.0330962,0.06540349,0.09178684,0.09688393,0.10069242,0.0938575,0.09447593,0.09565202,0.0910565,0.09926225,0.09165801,0.10528664,0.09390591,0.08805292,0.08327919,0.08445062,0.07577321,0.06075112,0.05469576,0.03621728,0.02117469,
53,37,4.8272,-74.072,PAR,mol/h,18.53668063,14.26834651,13.34365951,14.28457164,17.93283995,37.04291317,64.64910996,70.43823757,71.04922396,66.32035904,70.15476014,70.68711859,68.242376,75.80146561,69.86696736,81.6034266,77.62663684,74.65966196,70.84993254,68.89892278,61.96612588,49.71905795,42.10573768,27.87896308,18.53668063,
53,37,4.8272,-74.072,PAL,g/h,0.04164112,0.03163235,0.0314001,0.03617883,0.06885505,0.1346966,0.18367734,0.19308871,0.20212488,0.18894204,0.18860166,0.19091593,0.18030853,0.19633606,0.18154527,0.20878978,0.18456542,0.17237597,0.16379737,0.16711986,0.14968958,0.1196975,0.10875004,0.07214462,0.04164112,
53,37,4.8272,-74.072,PM10 TIRE,g/h,11.65323157,8.64959893,8.2489271,8.42939516,9.59088291,18.36680331,34.91272959,40.45649649,43.08489519,41.64742304,44.60273448,44.32058332,40.17706441,44.51208364,42.173788,50.37140087,49.66220209,48.16323379,47.7612171,46.57610549,41.51984373,33.33266901,26.76322357,17.68516426,11.65323157,
53,37,4.8272,-74.072,CO,g/h,7003.23124656,5431.01340563,5111.0002045,5470.7590003,6955.49939353,14042.6999491,23652.3282348,25065.6015479,25049.2513102,23449.5424167,24751.4912845,25082.8852713,23956.0782334,27020.3301136,24548.8117717,29002.6547507,27295.2634893,26068.3255734,24730.8156775,24142.4913056,21721.3529081,17280.9951321,14986.2167352,10056.7094301,7003.23124656,
42,39,4.728607,-74.05397,ISOP,mol/h,0.00012085,8.529e-05,8.514e-05,9.721e-05,0.00023553,0.00049508,0.0006663,0.0006948,0.00075035,0.00069889,0.00063601,0.00066166,0.00060206,0.00062878,0.00057458,0.0006637,0.00055022,0.00052135,0.00050883,0.00051429,0.00044685,0.00036302,0.00035564,0.00024154,0.00012085,
42,39,4.728607,-74.05397,PFE,g/h,0.01098839,0.00843798,0.00810455,0.00905125,0.01440701,0.02896085,0.04419313,0.04748463,0.04881675,0.04550971,0.04692333,0.04728752,0.04550158,0.04980806,0.04611925,0.05306618,0.04878881,0.0462709,0.04367953,0.04356398,0.0391505,0.03146177,0.02743386,0.01805787,0.01098839,
42,39,4.728607,-74.05397,TOL,mol/h,0.03114992,0.02439553,0.02264373,0.0248456,0.03263617,0.06859891,0.11291184,0.11693255,0.11291266,0.10314357,0.10876757,0.11094119,0.11094278,0.12518819,0.11261375,0.13080262,0.12127882,0.1153564,0.10634046,0.1033958,0.09395034,0.07493303,0.06698431,0.04461357,0.03114992,
42,39,4.728607,-74.05397,PNA,g/h,0.00124678,0.00090795,0.00093893,0.001129,0.00259366,0.00500557,0.00610862,0.00626015,0.00665924,0.00622797,0.00598046,0.00610704,0.00566927,0.00611351,0.00563985,0.00646329,0.00542069,0.00496375,0.00474751,0.00499262,0.00446693,0.00357773,0.00348453,0.00231864,0.00124678,
42,39,4.728607,-74.05397,TOG,g/h,62.49979047,47.78617495,45.0010379,47.378094,55.99152001,112.04138178,202.92982226,226.24591903,232.315158,219.85576348,234.98322509,235.27929297,222.03734925,247.12796999,229.95850961,271.25888653,262.29654801,253.06377911,244.07901476,237.46380364,212.98893697,170.69828607,140.77355623,93.32022963,62.49979047,
53,37,4.8272,-74.072,PK,g/h,0.01191218,0.00901209,0.00903657,0.01057995,0.02137278,0.04173143,0.05492931,0.05715975,0.05998038,0.05593485,0.05516269,0.0560642,0.05284146,0.05737916,0.05288996,0.06067708,0.05266742,0.04886784,0.04634741,0.04773495,0.04276708,0.03422709,0.03175973,0.02112208,0.01191218,
42,39,4.728607,-74.05397,CO2,g/h,23526.0514375,17431.3933021,16594.7266746,17183.561246,20326.6017729,39500.626887,72625.739692,83609.7832199,88711.1217496,85317.6535522,90743.2992239,90425.3200238,82704.7170738,91219.8204876,86225.7692633,102518.841173,100187.280505,97120.5906938,95646.5378711,93292.9772243,83217.6671905,66968.0021561,54564.6481497,36087.7811527,23526.0514375,
42,39,4.728607,-74.05397,ALD2,mol/h,0.00890279,0.00659604,0.00639387,0.00712233,0.01309393,0.02691101,0.03829248,0.03938538,0.04066782,0.03774379,0.03637747,0.03763601,0.03514948,0.0384162,0.03469019,0.04062779,0.03531449,0.03333617,0.03198768,0.03188649,0.02833515,0.02269472,0.02158782,0.0146476,0.00890279,
42,39,4.728607,-74.05397,PEC,g/h,0.70506604,0.4813056,0.48902243,0.58828615,1.47919322,2.99793985,3.79540882,3.97337857,4.26576722,3.90670022,3.59033931,3.75378454,3.47685594,3.65404588,3.37145431,3.85513373,3.16278979,2.94060382,2.86890957,2.94824641,2.61755914,2.14503711,2.10624058,1.43794353,0.70506604,
53,37,4.8272,-74.072,TERP,mol/h,0.00055045,0.00038358,0.00038525,0.00044733,0.00116159,0.00245781,0.00323711,0.00334741,0.0036117,0.00334708,0.00300001,0.00313667,0.00286413,0.00297528,0.00271022,0.00311554,0.00252918,0.00238816,0.00232559,0.00236071,0.00204766,0.00166775,0.0016753,0.00113907,0.00055045,
53,37,4.8272,-74.072,XYL,mol/h,0.63889825,0.50174709,0.46265881,0.50876569,0.66158097,1.41535148,2.36815971,2.46616797,2.37520881,2.16108711,2.28406213,2.32660673,2.35192408,2.63973206,2.38045819,2.74634425,2.55402732,2.4357592,2.23168146,2.16387196,1.96704847,1.5741321,1.39992034,0.92706481,0.63889825,
42,39,4.728607,-74.05397,PMN,g/h,4.962e-05,3.732e-05,3.552e-05,3.743e-05,5.401e-05,0.00011124,0.00018778,0.00020869,0.00022207,0.00021143,0.00021436,0.00021617,0.00019857,0.00021459,0.0001998,0.00023474,0.00022004,0.00021297,0.000207,0.00020286,0.00017885,0.00014416,0.00012254,8.173e-05,4.962e-05,
42,39,4.728607,-74.05397,CH4,mol/h,0.08769697,0.06761088,0.06258873,0.06939836,0.09504774,0.2021193,0.32243595,0.32801514,0.31161259,0.28207466,0.29550987,0.30327038,0.30806121,0.34844601,0.31146324,0.36018017,0.33002039,0.31270203,0.28533098,0.27746373,0.25361345,0.20268725,0.18804347,0.12468212,0.08769697,
