ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
53,37,4.8272,-74.072,IOLE,mol/s,8.03762222222e-05,6.15936666667e-05,5.80994416666e-05,6.16583972223e-05,7.60972722222e-05,0.000152494188889,0.000266122025,0.000291422352777,0.0002969438,0.000279793719444,0.000296913497222,0.000298636575,0.000282727844444,0.000315900566667,0.000291798252778,0.000344378797222,0.000329266875,0.000316432086111,0.000304047058333,0.000296364380555,0.000266155188889,0.000212846736111,0.000178744783333,0.000119007019444,8.03762222222e-05,
42,39,4.728607,-74.05397,ETHA,mol/s,0.000178067208333,0.000134373222222,0.0001281503,0.000128171633333,0.000114620483333,0.000201911588889,0.000455487216667,0.000559250386111,0.000606647922222,0.000597868080556,0.000665448544444,0.000651983075,0.000580080877778,0.000647968363889,0.00062333515,0.000753509463889,0.000770157247222,0.000751661663889,0.000753053216667,0.000731096311111,0.0006517176,0.000521776191667,0.000394762263889,0.000261110733333,0.000178067208333,
42,39,4.728607,-74.05397,ALD2,mol/s,2.47299722222e-06,1.83223333333e-06,1.776075e-06,1.978425e-06,3.63720277778e-06,7.47528055556e-06,1.06368e-05,1.09403833333e-05,1.12966166667e-05,1.04843861111e-05,1.01048527778e-05,1.04544472222e-05,9.76374444444e-06,1.06711666667e-05,9.63616388889e-06,1.12854972222e-05,9.80958055556e-06,9.26004722222e-06,8.88546666667e-06,8.85735833333e-06,7.870875e-06,6.30408888889e-06,5.99661666667e-06,4.06877777778e-06,2.47299722222e-06,
42,39,4.728607,-74.05397,PAR,mol/s,0.000387165466667,0.000298015108333,0.000278701672222,0.000298353991667,0.000374553363889,0.000773694961111,0.00135029042778,0.00147120475,0.00148396608056,0.00138519688333,0.00146528391389,0.00147640299167,0.00142534098889,0.00158322354167,0.00145927294167,0.00170440591111,0.00162134489444,0.00155937532778,0.00147980360556,0.00143905392778,0.00129425241667,0.00103845462778,0.0008794394,0.000582292577778,0.000387165466667,
53,37,4.8272,-74.072,ISOP,mol/s,4.4645e-07,3.15069444445e-07,3.14538888889e-07,3.59075e-07,8.70086111111e-07,1.82893888889e-06,2.46140833333e-06,2.566725e-06,2.77200833333e-06,2.58186111111e-06,2.34961111111e-06,2.44441111111e-06,2.22413333333e-06,2.32289444445e-06,2.12268888889e-06,2.45197222222e-06,2.03263055556e-06,1.92600277778e-06,1.87971666666e-06,1.89988333333e-06,1.65077777778e-06,1.34103888889e-06,1.31384444444e-06,8.92247222223e-07,4.4645e-07,
42,39,4.728607,-74.05397,FORM,mol/s,5.56146944444e-06,4.05593333333e-06,3.91861388889e-06,4.43469722222e-06,8.99848888889e-06,1.90810472222e-05,2.70026527778e-05,2.79889833333e-05,2.91122777778e-05,2.6854675e-05,2.54010388889e-05,2.63225027778e-05,2.48746361111e-05,2.65963555556e-05,2.41550027778e-05,2.7827325e-05,2.38579083333e-05,2.26242555556e-05,2.15324805556e-05,2.14693611111e-05,1.89807083333e-05,1.53641361111e-05,1.47931972222e-05,9.94438611111e-06,5.56146944444e-06,
42,39,4.728607,-74.05397,UNR,mol/s,7.07194305556e-05,5.41629083333e-05,5.08477527778e-05,5.35077333333e-05,6.234075e-05,0.000125768622222,0.000231150102778,0.000258900963889,0.000265669416667,0.000251121547222,0.000269008625,0.000269038055556,0.000255061952778,0.000283172680556,0.00026394235,0.000310439061111,0.000301000413889,0.000290832744444,0.000279872641667,0.000271920083333,0.000243903347222,0.000195742180556,0.000160658544444,0.0001062103,7.07194305556e-05,
42,39,4.728607,-74.05397,ETH,mol/s,3.60426138889e-05,2.72812111111e-05,2.58182083333e-05,2.81872944444e-05,4.35175777778e-05,9.10426083333e-05,0.000144332077778,0.000154174175,0.000157962083333,0.0001467834,0.000148040816667,0.000150830266667,0.000144115,0.000157444416667,0.000144362747222,0.000167691477778,0.000153366536111,0.000146806675,0.000139556658333,0.0001369876,0.000122307130556,9.84479138889e-05,8.72904194444e-05,5.8186425e-05,3.60426138889e-05,
53,37,4.8272,-74.072,TERP,mol/s,1.52902777777e-07,1.0655e-07,1.07013888889e-07,1.24258333333e-07,3.22663888889e-07,6.82725e-07,8.99197222222e-07,9.29836111111e-07,1.00325e-06,9.29744444444e-07,8.33336111111e-07,8.71297222223e-07,7.95591666666e-07,8.26466666666e-07,7.52838888889e-07,8.65427777778e-07,7.0255e-07,6.63377777777e-07,6.45997222222e-07,6.55752777778e-07,5.68794444444e-07,4.63263888889e-07,4.65361111111e-07,3.16408333333e-07,1.52902777777e-07,
53,37,4.8272,-74.072,ALDX,mol/s,1.78749527778e-05,1.31857527777e-05,1.26935083333e-05,1.4309375e-05,2.80910277778e-05,5.95444055555e-05,8.54951583334e-05,8.89678611111e-05,9.23738694445e-05,8.52125277777e-05,8.12280472223e-05,8.399175e-05,7.95662638889e-05,8.52704777777e-05,7.75113861111e-05,8.93222305555e-05,7.71993444445e-05,7.33018166666e-05,6.96692166667e-05,6.93063277778e-05,6.13285722222e-05,4.95850138889e-05,4.70760361111e-05,3.16455583334e-05,1.78749527778e-05,
53,37,4.8272,-74.072,TOL,mol/s,0.0001150767,9.01240194445e-05,8.36524833333e-05,9.17868055556e-05,0.000120567369444,0.000253423916667,0.000417128386111,0.000431982172223,0.000417131536111,0.000381041761111,0.000401818380555,0.000409848416666,0.000409854172222,0.000462480861111,0.000416027275,0.000483222172222,0.000448038591667,0.000426159294444,0.000392852022222,0.000381973619445,0.000347079294445,0.000276824019444,0.000247459141666,0.000164815169444,0.0001150767,
