ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
53,37,4.8272,-74.072,BEN,mol/s,4.49486e-05,3.56206027778e-05,3.23370361111e-05,3.58442555556e-05,4.57992416667e-05,0.000102076575,0.000175583344445,0.000183749183333,0.000175057047222,0.000157547705555,0.000167235822222,0.000170153688889,0.000176627413889,0.000196492483333,0.000177494572223,0.000201829052778,0.000188214822222,0.000180219152778,0.000162325675,0.000156474169445,0.000142550661111,0.000114769175,0.000101742194444,6.66258777778e-05,4.49486e-05,
42,39,4.728607,-74.05397,BEN,mol/s,3.37974444444e-06,2.67835555556e-06,2.43146944444e-06,2.69518333333e-06,3.44370555556e-06,7.67526111111e-06,1.32023305556e-05,1.38163333333e-05,1.316275e-05,1.18462055556e-05,1.25746638889e-05,1.27940694444e-05,1.32808388889e-05,1.47745027778e-05,1.33460333333e-05,1.51757805556e-05,1.41521027778e-05,1.35509e-05,1.22054666667e-05,1.17654861111e-05,1.07185527778e-05,8.62963611111e-06,7.65012222222e-06,5.00968333333e-06,3.37974444444e-06,
