ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
53,37,4.8272,-74.072,IOLE,mol/s,4.33221055556e-05,2.87269833334e-05,2.70427555555e-05,3.52531777778e-05,0.00011326425,0.000406364863889,0.000648893166667,0.0004506605,0.000406176741666,0.0003272633,0.000360977541666,0.000346216625,0.000364734758334,0.000407637397222,0.00045865985,0.000589582330556,0.000555446647223,0.000510131063888,0.000404115716667,0.000333127277778,0.000287181119445,0.000232257477778,0.000145343436111,7.35322527778e-05,4.33221055556e-05,
42,39,4.728607,-74.05397,ETHA,mol/s,6.29255277778e-05,3.43463888889e-05,2.86825388889e-05,3.7318e-05,8.83031361111e-05,0.000423271761111,0.000743256719444,0.000547662616667,0.000599356211111,0.000619756497222,0.000644707422222,0.000630069005556,0.000630706847222,0.000673143966667,0.000711354013889,0.000656443805556,0.000660459366667,0.000713153363889,0.000695075680556,0.00070374215,0.000647348355556,0.000506362063889,0.000274621652778,0.000123825291667,6.29255277778e-05,
42,39,4.728607,-74.05397,ALD2,mol/s,1.95575e-06,1.33581388889e-06,1.35179722222e-06,1.83304166667e-06,6.05086666667e-06,1.74690555556e-05,2.38837777778e-05,1.76937138889e-05,1.66437277778e-05,1.3149775e-05,1.49303777778e-05,1.38673861111e-05,1.46024361111e-05,1.59906083333e-05,1.78545027778e-05,2.3528875e-05,2.21729083333e-05,1.86905777778e-05,1.42083722222e-05,1.16660527778e-05,1.00693166667e-05,8.392725e-06,5.74000277778e-06,3.46313055556e-06,1.95575e-06,
42,39,4.728607,-74.05397,PAR,mol/s,0.000217867597222,0.000143364611111,0.000134822225,0.000175773941667,0.000562339769444,0.00199686433889,0.00323033674167,0.00231725395556,0.002068749825,0.00165826777778,0.00182508839722,0.00175082282222,0.00183405517222,0.00203082464444,0.00227122341111,0.00291288243611,0.00277739965556,0.00261233512778,0.00205121332222,0.00165245872222,0.00141576958056,0.00115937876944,0.000738540444444,0.000371144655556,0.000217867597222,
53,37,4.8272,-74.072,ISOP,mol/s,4.52683333333e-07,2.85019444445e-07,2.99044444445e-07,4.21652777778e-07,1.27784166666e-06,2.85994444444e-06,3.09176111112e-06,3.18463333333e-06,3.56964444445e-06,3.29505833333e-06,3.67023888889e-06,3.348925e-06,3.32912777778e-06,3.32758611111e-06,3.41037777778e-06,3.52715277778e-06,3.66686111111e-06,3.30607777778e-06,2.78515e-06,2.62952777778e-06,2.39749166667e-06,2.059825e-06,1.40579444444e-06,9.13497222223e-07,4.52683333333e-07,
42,39,4.728607,-74.05397,FORM,mol/s,4.87352777778e-06,3.1786e-06,3.24015277778e-06,4.46763888889e-06,1.42181277778e-05,3.76825277778e-05,4.9403925e-05,4.166675e-05,4.11324194444e-05,3.44848333333e-05,3.85911805556e-05,3.57031916667e-05,3.65464138889e-05,3.83542138889e-05,4.12607722222e-05,4.98825916667e-05,4.91504722222e-05,4.39096166667e-05,3.44635416667e-05,2.91755777778e-05,2.56108e-05,2.18201555556e-05,1.50585638889e-05,9.13953055556e-06,4.87352777778e-06,
42,39,4.728607,-74.05397,UNR,mol/s,3.59923333333e-05,2.27821722222e-05,2.10153805556e-05,2.74154388889e-05,8.38123e-05,0.000308189125,0.000506188683333,0.000369257794444,0.000342562475,0.000291197513889,0.000315896594444,0.000304284683333,0.000314597763889,0.0003441131,0.000378955447222,0.000454413738889,0.000439275652778,0.0004269534,0.000350664833333,0.000298159802778,0.000260447305556,0.000211236263889,0.000129543280556,6.34865472222e-05,3.59923333333e-05,
42,39,4.728607,-74.05397,ETH,mol/s,2.44357083333e-05,1.59767083333e-05,1.5624775e-05,2.09309861111e-05,6.63033972222e-05,0.000204274513889,0.000302686688889,0.000233719608333,0.000219376888889,0.000180957172222,0.000200536175,0.0001891725,0.000195580591667,0.000210774641667,0.000231030397222,0.000286039241667,0.000277409569444,0.000256807402778,0.000202601619444,0.000167472483333,0.000145246430556,0.000121032905556,7.95657222222e-05,4.38443138889e-05,2.44357083333e-05,
53,37,4.8272,-74.072,TERP,mol/s,1.67202777778e-07,1.05697222222e-07,1.11497222222e-07,1.57786111111e-07,4.82577777778e-07,1.05720555556e-06,1.11715833334e-06,1.17310277778e-06,1.31298611111e-06,1.20299722223e-06,1.34261388889e-06,1.22063333334e-06,1.21381944445e-06,1.20951666667e-06,1.23739722223e-06,1.2903e-06,1.34358333333e-06,1.20058055555e-06,1.00119166667e-06,9.40058333333e-07,8.56683333333e-07,7.41291666667e-07,5.13477777777e-07,3.39047222222e-07,1.67202777778e-07,
53,37,4.8272,-74.072,ALDX,mol/s,1.52763694445e-05,9.99243055556e-06,1.01413333333e-05,1.39070527778e-05,4.41002583333e-05,0.000118508752777,0.000157702816667,0.000132209008333,0.000129889044445,0.000108911102778,0.000121798566667,0.000112907611111,0.000115588686111,0.000121505333333,0.000130801225,0.000158061452778,0.000155686044445,0.000140144072222,0.000110075719445,9.27761888889e-05,8.12768861111e-05,6.91516333333e-05,4.73691305555e-05,2.85486583334e-05,1.52763694445e-05,
53,37,4.8272,-74.072,TOL,mol/s,7.143315e-05,5.12075055555e-05,4.89624e-05,6.28500583333e-05,0.000218676602778,0.000787590227778,0.00127488804167,0.000843014144445,0.000687490558333,0.000476597372222,0.000542695669444,0.000520450133334,0.000569103225,0.000661780752778,0.000775629830556,0.00114347144722,0.00104915015833,0.000919782461111,0.0006615426,0.000471292027777,0.000382608566667,0.000314608452777,0.000213819066666,0.000108676238889,7.143315e-05,
53,37,4.8272,-74.072,XYL,mol/s,0.000110586447222,7.81251444444e-05,7.42746305556e-05,9.52856027778e-05,0.000328069244445,0.0011846597,0.00194287841944,0.00131638237222,0.00107650755833,0.000757461813889,0.000856257897222,0.000822523772223,0.000891388566667,0.00102546521389,0.00119180318334,0.00173094588056,0.00160464049167,0.0014416209,0.00104351012222,0.000742694625,0.000603979563889,0.000500578016667,0.000340464405555,0.000170484677778,0.000110586447222,
53,37,4.8272,-74.072,OLE,mol/s,0.000243254986111,0.000153115066667,0.00014283285,0.000188212166667,0.000570688397222,0.00201369445278,0.00320919996389,0.00237660277778,0.00226465318056,0.00196437196111,0.00213217370833,0.00204436548333,0.00210468796388,0.00228563318334,0.00250015564444,0.00292959172223,0.00284266981666,0.00274399263055,0.00228439602777,0.00199056438611,0.00175348425278,0.00142140288055,0.0008696933,0.000438148552778,0.000243254986111,
53,37,4.8272,-74.072,MEOH,mol/s,2.27738888889e-07,1.31263888889e-07,1.20861111111e-07,1.53563888889e-07,3.40211111111e-07,1.41375555555e-06,2.26356944444e-06,1.69272777777e-06,1.95272222222e-06,2.059325e-06,2.21916388889e-06,2.152075e-06,2.127575e-06,2.233325e-06,2.35230555555e-06,2.13157777778e-06,2.15397222222e-06,2.25095277778e-06,2.18785833334e-06,2.21331388889e-06,2.02988888889e-06,1.59430277778e-06,8.71986111111e-07,4.12541666667e-07,2.27738888889e-07,
