ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
42,39,4.728607,-74.05397,PM10 BRAKE,g/s,0.000854287658333,0.000516741077778,0.000484932716667,0.000677178466667,0.00212167730556,0.00690927237778,0.0103591972083,0.00781190674167,0.00775474130278,0.00685861945833,0.00734918686111,0.00698521166944,0.00720847486944,0.00780124640556,0.00846332030556,0.00967345156944,0.00939976738611,0.00883558846389,0.00757854663889,0.00703673588611,0.00634241951389,0.005105905,0.00315812168889,0.00164282358333,0.000854287658333,
42,39,4.728607,-74.05397,PM 2.5 TIRE,g/s,1.65446583333e-05,9.61993055556e-06,8.73529166667e-06,1.16298694444e-05,3.4458825e-05,0.000128692072222,0.000205771841667,0.000153297377778,0.000155784486111,0.000145137086111,0.000153521152778,0.000148038847222,0.000150691305556,0.000162331805556,0.000175183419444,0.000188234480556,0.000184796877778,0.00018224435,0.000162476369444,0.000153067061111,0.000138209522222,0.000110048363889,6.46254972222e-05,3.15049916667e-05,1.65446583333e-05,
53,37,4.8272,-74.072,PNH4,g/s,6.17809916666e-05,4.16114166666e-05,4.21927722222e-05,5.97711333333e-05,0.000169213866666,0.000427212108333,0.000550542688889,0.000480318038888,0.000487751844445,0.000426118552778,0.0004929178,0.000454503808333,0.000461736502778,0.000476492083333,0.00049832695,0.000553386797223,0.000556021511111,0.000524922330556,0.000430845066667,0.000384232380556,0.000341421275,0.000289856944444,0.000193320947222,0.000113489380556,6.17809916666e-05,
42,39,4.728607,-74.05397,PNO3,g/s,1.74930277778e-06,1.2153e-06,1.28220277778e-06,1.86836944444e-06,5.20258055556e-06,1.1090575e-05,1.15259527778e-05,1.1186025e-05,1.23155111111e-05,1.10150055556e-05,1.32148305556e-05,1.18760138889e-05,1.20100638889e-05,1.20821944444e-05,1.23131972222e-05,1.30269277778e-05,1.32248944444e-05,1.16972694444e-05,9.72170833333e-06,9.29506388889e-06,8.42889722222e-06,7.27149444444e-06,5.02671666667e-06,3.28040833333e-06,1.74930277778e-06,
42,39,4.728607,-74.05397,PNA,g/s,3.40677777778e-07,2.32197222222e-07,2.44908333333e-07,3.60716666667e-07,1.00783055556e-06,2.14060277778e-06,2.20914166667e-06,2.16593333333e-06,2.40003333333e-06,2.15900277778e-06,2.572825e-06,2.31468333333e-06,2.33729444444e-06,2.34625555556e-06,2.38679444444e-06,2.49765277778e-06,2.54906944444e-06,2.2616e-06,1.90036388889e-06,1.84263055556e-06,1.68006666667e-06,1.44514444444e-06,1.00315e-06,6.43555555556e-07,3.40677777778e-07,
53,37,4.8272,-74.072,PSI,g/s,2.82399361111e-05,1.96088805556e-05,2.07012777778e-05,3.01731138889e-05,8.39580444444e-05,0.000178701769445,0.00018506295,0.000179918897222,0.000198627513889,0.000177944863889,0.000213488902777,0.000191836227778,0.000193966836111,0.000195064772223,0.000198643236111,0.000209574486111,0.000212826002777,0.000188145941667,0.000156734141667,0.000150285752778,0.000136379263888,0.000117559897222,8.11878805556e-05,5.29904166667e-05,2.82399361111e-05,
42,39,4.728607,-74.05397,PAL,g/s,7.11472222222e-07,4.81191666667e-07,4.93438888889e-07,7.04111111111e-07,1.97918611111e-06,4.79943888889e-06,5.89380833333e-06,5.25862222222e-06,5.47308888889e-06,4.83488055556e-06,5.63338333333e-06,5.16586111111e-06,5.23963611111e-06,5.37382222222e-06,5.57653888889e-06,6.07497777778e-06,6.12139444444e-06,5.70776388889e-06,4.73474722222e-06,4.3204e-06,3.86424722222e-06,3.28016388889e-06,2.19346666667e-06,1.31610833333e-06,7.11472222222e-07,
42,39,4.728607,-74.05397,PM10 TIRE,g/s,0.000110298333333,6.41332111111e-05,5.82355777778e-05,7.75329166667e-05,0.0002297266,0.000857951322222,0.001371819175,0.00102198778889,0.00103856875278,0.000967585741667,0.00102347984167,0.000986930919444,0.00100461398333,0.0010822177,0.00116789550833,0.00125490276667,0.00123198545278,0.00121496872778,0.00108318156667,0.00102045254167,0.00092140175,0.000733659730556,0.000430838955556,0.000210034411111,0.000110298333333,
42,39,4.728607,-74.05397,PCA,g/s,3.85717222222e-06,2.63649722222e-06,2.72911666667e-06,3.92553055556e-06,1.10153166667e-05,2.55334555556e-05,2.98106166667e-05,2.72771055556e-05,2.87894666667e-05,2.54555333333e-05,2.99626861111e-05,2.72856277778e-05,2.76556861111e-05,2.8189025e-05,2.91139111111e-05,3.15724138889e-05,3.18816833333e-05,2.92279555556e-05,2.41517472222e-05,2.22638777778e-05,1.99803083333e-05,1.70840138889e-05,1.15875527778e-05,7.16332777778e-06,3.85717222222e-06,
42,39,4.728607,-74.05397,PCL,g/s,1.194175e-06,8.33275e-07,8.84761111111e-07,1.29471111111e-06,3.594825e-06,7.45213888889e-06,7.39960277778e-06,7.35569722222e-06,8.240625e-06,7.41054444444e-06,8.94636944444e-06,8.004175e-06,8.08702777778e-06,8.09698611111e-06,8.20825277778e-06,8.58581388889e-06,8.73601111111e-06,7.62307222222e-06,6.36371388889e-06,6.18245e-06,5.63078888889e-06,4.86890277778e-06,3.384775e-06,2.24764166667e-06,1.194175e-06,
53,37,4.8272,-74.072,PFE,g/s,2.81359111111e-05,1.85293305555e-05,1.82797583334e-05,2.53959083333e-05,7.27892666667e-05,0.000204567,0.00029165085,0.000243104755556,0.000237386608333,0.000204992888889,0.000232146977778,0.000217231530555,0.000221207775,0.000231401330556,0.000245214511112,0.000278473611111,0.000278537213889,0.000271080725,0.00022157815,0.000191587897222,0.000168626588889,0.000141906377778,9.28377861111e-05,5.10503527777e-05,2.81359111111e-05,
42,39,4.728607,-74.05397,PEC,g/s,0.000205657258333,0.000133041813889,0.0001379429,0.000200487866667,0.000599179902778,0.00128490568889,0.00137019266111,0.00141072102222,0.001554248675,0.00140606569444,0.00158374303056,0.00143094065278,0.00143855121667,0.00144285179444,0.00147162533333,0.00154839727778,0.00160391078056,0.0014442763,0.00119988510556,0.00114742373889,0.00105295185833,0.000910081644444,0.000633022852778,0.000421850255556,0.000205657258333,
53,37,4.8272,-74.072,PNA,g/s,4.53088055556e-06,3.0881e-06,3.25715e-06,4.79746666667e-06,1.3403625e-05,2.84687805556e-05,2.93803305556e-05,2.88057055556e-05,3.1919075e-05,2.87134722222e-05,3.42170583333e-05,3.07839194445e-05,3.10846333334e-05,3.12037722223e-05,3.17429361111e-05,3.32172833333e-05,3.39011444444e-05,3.00779277778e-05,2.52737972222e-05,2.45058972222e-05,2.23439972223e-05,1.92195805555e-05,1.33413055555e-05,8.55888611111e-06,4.53088055556e-06,
53,37,4.8272,-74.072,PMOTHR,g/s,0.000172057977778,0.000116449780556,0.000120222425,0.000171937680555,0.000480161113889,0.00114247108889,0.00136372305,0.00123197948056,0.00130729179167,0.00116726308334,0.00136431383611,0.0012480569,0.00126436811112,0.00129246747222,0.00133349489166,0.00142723345833,0.00144059565,0.00133543586389,0.00112189197222,0.00104287166111,0.000937242855556,0.000792941208333,0.000527918494445,0.000319711961111,0.000172057977778,
53,37,4.8272,-74.072,POC,g/s,0.00211829773333,0.00144954885555,0.00150349247222,0.00216553178611,0.00607027551389,0.0139581067611,0.01612307295,0.0148304023389,0.01572525425,0.0139281096972,0.0164207299695,0.0149359328722,0.0151343092222,0.0154066927473,0.0158891574028,0.0171751425084,0.017353359425,0.015861031325,0.0131255146445,0.0121505023639,0.0109172672945,0.00933829766667,0.00634128037777,0.00393862988056,0.00211829773333,
42,39,4.728607,-74.05397,PMN,g/s,8.45277777778e-09,5.06111111111e-09,4.95e-09,6.65e-09,1.89527777778e-08,5.61388888889e-08,8.01166666667e-08,6.975e-08,7.37444444444e-08,6.94e-08,7.51805555556e-08,7.1125e-08,7.0825e-08,7.30472222222e-08,7.65805555556e-08,7.85055555556e-08,8.05583333333e-08,8.0325e-08,6.99833333333e-08,6.45777777778e-08,5.81722222222e-08,4.80305555556e-08,2.98444444444e-08,1.62111111111e-08,8.45277777778e-09,
53,37,4.8272,-74.072,PSO4,g/s,0.000164528869444,9.43005777777e-05,9.06655861111e-05,0.000135121344445,0.0004057898,0.00119570531111,0.00173956931111,0.00144279369166,0.00142739370277,0.00125800273889,0.00136478257778,0.00129226473611,0.00131217744445,0.00137436313611,0.00146133969723,0.00161784938888,0.00163731046111,0.00161075660555,0.00137403673333,0.00125807667778,0.00113411610556,0.000937171297223,0.000623147180556,0.000309743747222,0.000164528869444,
