FID_LINK,FID_Grilla,LAT,LON,ROW,COL,hora,NHTX_GAS,NHC2P_GAS,NHCC_DSEL,NHC2G_GAS,NHC5_GAS,NHC2G_DSEL,NH>C5_GNV,NHMB_DSEL,NHB_DSEL,NHC5_DSEL,NHC5_GNV,NHC2G_GNV,NHC2P_DSEL,NHESP_GAS,NHAL_DSEL,NHCC_GNV,NHTX_GNV,NHINT_GAS,NHC2P_GNV,NHCC_GAS,NHM_GAS,NHC3-C4_GNV,NHAUT_GAS,NHESP_DSEL,NHAT_DSEL,NHC3-C4_DSEL,NHBA_DSEL,NHINT_GNV,NH>C5_DSEL,NHC3-C4_GAS,NHAUT_GNV,NHINT_DSEL,NHBT_DSEL,NH>C5_GAS,NHESP_GNV
360,3428,4.827202,-74.07196,53,37,0,0.0333535,0.0004506,0.11118706,0.00267545,0.00286559,0.19959538,0.00028557,0.00772308,0.0284543,0.06840606,8.159e-05,0.00030505,0.03361606,0.02691867,0.05718561,0.00064855,0.01279237,0.00063425,5.138e-05,0.07417459,0.06410388,8.669e-05,0.17084865,0.00822839,0.05530987,0.07268144,0.0,0.00053357,0.23942122,0.00304469,0.00157067,0.03335656,0.22234543,0.01002958,3.147e-05
360,3428,4.827202,-74.07196,53,37,1,0.02512293,0.0004506,0.08374967,0.00287259,0.00268649,0.21430241,0.00021928,0.00772308,0.0243894,0.06413068,7.649e-05,0.00032753,0.03361606,0.02029253,0.0,0.00048851,0.00963563,0.00057659,5.138e-05,0.05587068,0.05665613,6.119e-05,0.1286887,0.00620294,0.0,0.05130455,0.0,0.00048506,0.18384129,0.00214919,0.00118308,0.03032414,0.05929211,0.00770128,2.373e-05
360,3428,4.827202,-74.07196,53,37,2,0.02398865,0.00084488,0.07996843,0.00239382,0.0019701,0.17858534,0.00019888,0.02316925,0.0040649,0.04702917,5.609e-05,0.00027294,0.06303012,0.01905013,0.0,0.00046645,0.00920059,0.00063425,9.633e-05,0.05334817,0.04202661,0.00012239,0.1228785,0.00582317,0.00425461,0.10260909,0.0,0.00053357,0.16673978,0.00429839,0.00112967,0.03335656,0.0543511,0.00698488,2.227e-05
360,3428,4.827202,-74.07196,53,37,3,0.02386678,0.00076039,0.07956218,0.00261913,0.00429839,0.19539337,0.00031617,0.01544617,0.0243894,0.10260909,0.00012239,0.00029863,0.05672711,0.0173936,0.0,0.00046408,0.00915385,0.00051893,8.67e-05,0.05307715,0.05107031,0.00010709,0.12225426,0.0053168,0.00425461,0.08978296,0.0,0.00043655,0.26507349,0.00376109,0.00112393,0.02729173,0.05929211,0.01110417,2.034e-05
360,3428,4.827202,-74.07196,53,37,4,0.02067017,0.00174608,0.06890597,0.00413991,0.00698488,0.30884758,0.00044876,0.13129243,0.17072581,0.16673978,0.00019888,0.00047202,0.13026225,0.03271653,0.04742222,0.00040192,0.00792782,0.00317124,0.00019908,0.04596823,0.04096265,0.00029067,0.10588007,0.01000066,0.14040198,0.24369659,0.0,0.00266783,0.37623334,0.01020868,0.00097339,0.16678279,0.29646057,0.01576076,3.825e-05
360,3428,4.827202,-74.07196,53,37,5,0.03576267,0.00329503,0.11921827,0.00856144,0.01020868,0.63870521,0.00067824,0.40932347,0.69509793,0.24369659,0.00029067,0.00097616,0.24581747,0.07495813,0.09763397,0.00069539,0.01371639,0.00616951,0.00037569,0.07953234,0.1665105,0.00053545,0.18318932,0.0229129,0.47226121,0.44891478,0.00759655,0.00519014,0.56862539,0.01880546,0.00168412,0.32446834,0.49904196,0.02382024,8.764e-05
360,3428,4.827202,-74.07196,53,37,6,0.08320563,0.0049003,0.27737389,0.01154669,0.00591029,0.86141163,0.00031107,0.61012367,0.99183564,0.1410875,0.00016828,0.00131653,0.36557469,0.12134107,0.06415947,0.00161791,0.03191262,0.00812991,0.00055872,0.18504037,0.38808117,0.00043856,0.42620928,0.03709104,1.05088755,0.36768258,0.01168699,0.00683935,0.26079811,0.01540256,0.00391829,0.42757043,0.49904196,0.01092507,0.00014187
360,3428,4.827202,-74.07196,53,37,7,0.10331335,0.00304157,0.34440488,0.01115241,0.00591029,0.83199758,0.00032127,0.54061591,0.67883833,0.1410875,0.00016828,0.00127157,0.22690843,0.09525067,0.0432379,0.00200889,0.03962472,0.0080146,0.00034679,0.22975777,0.42585193,0.00034167,0.52920826,0.02911583,1.84649877,0.28645038,0.01519309,0.00674234,0.26934887,0.01199967,0.0048652,0.4215056,0.51386499,0.01128327,0.00011137
360,3428,4.827202,-74.07196,53,37,8,0.11273445,0.00366114,0.375811,0.0123634,0.00537299,0.92234075,0.00026008,0.47883123,0.82923963,0.12826137,0.00015299,0.00140965,0.27313052,0.07992773,0.03207973,0.00219208,0.04323808,0.00795694,0.00041744,0.25070927,0.36946179,0.00043856,0.57746652,0.02443198,1.93159088,0.36768258,0.01344004,0.00669383,0.21804432,0.01540256,0.00530886,0.41847319,0.53362903,0.00913408,9.345e-05
360,3428,4.827202,-74.07196,53,37,9,0.11153455,0.00492846,0.37181102,0.01244789,0.00555209,0.92864376,0.00032127,0.4942774,0.67883833,0.13253674,0.00015809,0.00141928,0.3676757,0.06750373,0.03765882,0.00216875,0.04277787,0.0077263,0.00056193,0.24804082,0.30243201,0.00034167,0.57132019,0.02063427,1.59122244,0.28645038,0.01519309,0.00649981,0.26934887,0.01199967,0.00525235,0.40634353,0.45457287,0.01128327,7.893e-05
360,3428,4.827202,-74.07196,53,37,10,0.12460222,0.00442154,0.41537334,0.01132138,0.00304469,0.8446036,0.00036207,0.43249273,0.58941052,0.07268144,8.669e-05,0.00129084,0.32985762,0.06170587,0.03905359,0.00242285,0.04778983,0.00726503,0.00050413,0.27710192,0.34259668,0.00029067,0.63825752,0.018862,1.11896124,0.24369659,0.01227134,0.00611176,0.3035519,0.01020868,0.00586773,0.38208422,0.4693959,0.01271607,7.215e-05
360,3428,4.827202,-74.07196,53,37,11,0.12185557,0.00419623,0.40621713,0.01208178,0.00483569,0.90133071,0.00033657,0.40932347,0.64225423,0.11543523,0.00013769,0.00137754,0.31304959,0.07495813,0.0530013,0.00236944,0.04673639,0.00565058,0.00047845,0.27099367,0.34312866,0.00030597,0.6241882,0.0229129,0.99557768,0.25652273,0.01168699,0.00475359,0.282175,0.01074597,0.00573838,0.29717661,0.81526657,0.01182057,8.764e-05
360,3428,4.827202,-74.07196,53,37,12,0.10775673,0.00304157,0.35921732,0.00929367,0.00376109,0.69333131,0.00038756,0.41704656,0.63412443,0.08978296,0.00010709,0.00105964,0.22690843,0.06543307,0.05021176,0.00209529,0.04132893,0.00691908,0.00034679,0.23963937,0.43941748,0.00027028,0.55196887,0.02000131,1.11470663,0.22659508,0.01577744,0.00582072,0.32492879,0.00949228,0.00507445,0.36388973,0.66209527,0.01361157,7.651e-05
360,3428,4.827202,-74.07196,53,37,13,0.12040257,0.00275994,0.4013734,0.01036385,0.00680578,0.77316946,0.00040796,0.42476964,0.61786482,0.1624644,0.00019378,0.00118166,0.20589839,0.08613973,0.03905359,0.00234119,0.0461791,0.00778396,0.00031468,0.26776234,0.46229272,0.00033657,0.61674538,0.02633084,1.18278032,0.282175,0.01402439,0.00654831,0.34203031,0.01182057,0.00566996,0.40937595,0.50892398,0.01432797,0.00010072
360,3428,4.827202,-74.07196,53,37,14,0.11621229,0.00287259,0.3874047,0.0067872,0.00519389,0.50634196,0.00034167,0.37070805,0.55282642,0.12398599,0.00014789,0.00077386,0.21430241,0.06046347,0.04602744,0.00225971,0.04457196,0.00859119,0.00032753,0.25844361,0.42452197,0.00032637,0.59528126,0.01848223,1.23809019,0.27362425,0.01519309,0.0072274,0.28645038,0.01146237,0.00547263,0.45182975,0.4693959,0.01199967,7.069e-05
360,3428,4.827202,-74.07196,53,37,15,0.14081963,0.004675,0.46943563,0.00771657,0.01253697,0.57567509,0.00046406,0.40932347,0.62192972,0.29927652,0.00035697,0.00087983,0.34876666,0.07620053,0.04742222,0.00273819,0.05400985,0.0089948,0.00053303,0.3131677,0.43329968,0.00028047,0.72132896,0.02329267,1.30616388,0.23514584,0.01460874,0.00756694,0.38905948,0.00985048,0.00663143,0.47305665,0.5731571,0.01629806,8.909e-05
360,3428,4.827202,-74.07196,53,37,16,0.14467244,0.00337952,0.48227933,0.00551988,0.00626849,0.41179678,0.00029067,0.36298497,0.54063172,0.14963826,0.00017848,0.00062936,0.25212048,0.05797867,0.0432379,0.00281311,0.05548755,0.00882182,0.00038532,0.32173592,0.42106408,0.00020398,0.74106442,0.01772268,1.02961452,0.17101515,0.01460874,0.00742142,0.24369659,0.00716398,0.00681287,0.46395941,0.45457287,0.01020868,6.779e-05
360,3428,4.827202,-74.07196,53,37,17,0.14134459,0.00343584,0.47118562,0.00492846,0.00591029,0.3676757,0.00022948,0.37843114,0.48778802,0.1410875,0.00016828,0.00056193,0.25632249,0.04762533,0.0432379,0.0027484,0.05421119,0.00818757,0.00039175,0.31433514,0.41654223,0.00015299,0.72401797,0.01455792,1.1700165,0.12826137,0.01460874,0.00688786,0.19239205,0.00537299,0.00665616,0.43060285,0.37057571,0.00805948,5.568e-05
360,3428,4.827202,-74.07196,53,37,18,0.14212265,0.00236566,0.47377936,0.00377379,0.00394019,0.28153453,0.00021418,0.40160039,0.52843702,0.09405833,0.00011219,0.00043028,0.17648433,0.04928187,0.0530013,0.00276353,0.0545096,0.00795694,0.00026973,0.31606547,0.32823315,5.1e-05,0.72800348,0.01506428,1.21256256,0.04275379,0.00993394,0.00669383,0.17956591,0.001791,0.0066928,0.41847319,0.46445489,0.00752218,5.762e-05
360,3428,4.827202,-74.07196,53,37,19,0.13796049,0.00281626,0.45990441,0.00413991,0.00483569,0.30884758,0.00018868,0.40932347,0.43900922,0.11543523,0.00013769,0.00047202,0.2101004,0.05259493,0.04602744,0.0026826,0.05291325,0.00749567,0.0003211,0.30680928,0.29870813,9.689e-05,0.70668341,0.016077,1.13172505,0.0812322,0.01344004,0.00630578,0.15818902,0.00340289,0.00649679,0.39421387,0.4693959,0.00662668,6.149e-05
360,3428,4.827202,-74.07196,53,37,20,0.12292423,0.00208404,0.40977961,0.00230934,0.00394019,0.17228233,0.00022948,0.37843114,0.33738671,0.09405833,0.00011219,0.00026331,0.15547429,0.04886773,0.05021176,0.00239022,0.04714626,0.00622717,0.00023762,0.27337026,0.27902478,9.179e-05,0.62966227,0.01493769,1.03386913,0.07695682,0.01344004,0.00523865,0.19239205,0.00322379,0.00578871,0.32750076,0.47433691,0.00805948,5.714e-05
360,3428,4.827202,-74.07196,53,37,21,0.09842938,0.00101386,0.32812369,0.0016616,0.0016119,0.12395923,0.00015299,0.29347721,0.28047811,0.03847841,4.59e-05,0.00018945,0.07563614,0.03810027,0.05439607,0.00191393,0.03775152,0.00357486,0.0001156,0.21889634,0.23673218,8.669e-05,0.50419079,0.01164633,0.91474017,0.07268144,0.01402439,0.00300737,0.12826137,0.00304469,0.00463521,0.18800969,0.47927792,0.00537299,4.455e-05
360,3428,4.827202,-74.07196,53,37,22,0.07388765,0.0009012,0.24631152,0.00397093,0.00555209,0.29624156,0.00025498,0.23941562,0.21137481,0.13253674,0.00015809,0.00045276,0.06723213,0.0459688,0.10321306,0.00143672,0.02833881,0.00276763,0.00010275,0.16431819,0.19869543,0.00017338,0.37847922,0.01405155,0.77433819,0.14536288,0.02746444,0.00232829,0.21376894,0.00608939,0.00347949,0.14555589,0.54351105,0.00895498,5.375e-05
360,3428,4.827202,-74.07196,53,37,23,0.04885847,0.00076039,0.16287435,0.00335135,0.00394019,0.25001947,0.00032637,0.07723084,0.081298,0.09405833,0.00011219,0.00038211,0.05672711,0.03188827,0.08368626,0.00095004,0.01873914,0.00121084,8.67e-05,0.10865597,0.11623816,7.649e-05,0.2502707,0.00974748,0.35313225,0.06413068,0.0058435,0.00101863,0.27362425,0.00268649,0.00230083,0.0636807,0.60280316,0.01146237,3.728e-05
1117,295,4.755493,-74.062965,45,38,0,0.02506672,0.00033865,0.08356228,0.00201073,0.00215363,0.15000528,0.00021462,0.00580426,0.02138474,0.05141036,6.132e-05,0.00022926,0.02526405,0.02023064,0.04297767,0.00048741,0.00961407,0.00047667,3.861e-05,0.05574568,0.04817707,6.515e-05,0.12840077,0.00618402,0.04156796,0.05462351,0.0,0.000401,0.17993626,0.00228823,0.00118043,0.02506902,0.16710301,0.0075377,2.365e-05
1117,295,4.755493,-74.062965,45,38,1,0.01888106,0.00033865,0.0629418,0.00215889,0.00201903,0.1610583,0.0001648,0.00580426,0.01832978,0.04819721,5.749e-05,0.00024615,0.02526405,0.01525079,0.0,0.00036714,0.00724163,0.00043333,3.861e-05,0.04198944,0.04257973,4.599e-05,0.09671559,0.0046618,0.0,0.03855777,0.0,0.00036455,0.13816534,0.00161522,0.00088914,0.02279002,0.0445608,0.00578787,1.783e-05
1117,295,4.755493,-74.062965,45,38,2,0.01802859,0.00063497,0.06010002,0.00179907,0.00148062,0.13421525,0.00014947,0.01741278,0.00305496,0.03534462,4.216e-05,0.00020513,0.04737009,0.01431707,0.0,0.00035056,0.00691467,0.00047667,7.24e-05,0.04009365,0.03158497,9.198e-05,0.09234895,0.00437638,0.00319754,0.07711554,0.0,0.000401,0.12531275,0.00323044,0.000849,0.02506902,0.0408474,0.00524947,1.674e-05
1117,295,4.755493,-74.062965,45,38,3,0.017937,0.00057147,0.05979471,0.0019684,0.00323044,0.14684727,0.00023762,0.01160852,0.01832978,0.07711554,9.198e-05,0.00022443,0.04263308,0.01307211,0.0,0.00034878,0.00687954,0.00039,6.516e-05,0.03988997,0.03838173,8.048e-05,0.09187981,0.00399583,0.00319754,0.0674761,0.0,0.00032809,0.19921515,0.00282664,0.00084468,0.02051101,0.0445608,0.00834531,1.528e-05
1117,295,4.755493,-74.062965,45,38,4,0.0155346,0.00131226,0.05178607,0.00311134,0.00524947,0.23211343,0.00033726,0.09867242,0.12830844,0.12531275,0.00014947,0.00035475,0.09789818,0.02458801,0.03564002,0.00030207,0.00595813,0.00238334,0.00014962,0.03454728,0.03078535,0.00021845,0.07957383,0.00751596,0.10551867,0.18314941,0.0,0.002005,0.28275698,0.0076723,0.00073155,0.12534508,0.22280401,0.01184495,2.875e-05
1117,295,4.755493,-74.062965,45,38,5,0.02687733,0.00247637,0.08959812,0.00643433,0.0076723,0.48001689,0.00050973,0.30762577,0.52239866,0.18314941,0.00021845,0.00073363,0.18474334,0.05633455,0.07337651,0.00052262,0.01030851,0.00463668,0.00028235,0.05977228,0.12514044,0.00040242,0.13767536,0.01722011,0.35492643,0.33738049,0.00570916,0.00390064,0.42734862,0.01413318,0.0012657,0.24385316,0.37505342,0.01790203,6.587e-05
1117,295,4.755493,-74.062965,45,38,6,0.06253293,0.00368281,0.20845948,0.00867787,0.00444186,0.6473912,0.00023378,0.45853652,0.74541096,0.10603387,0.00012647,0.00098943,0.27474651,0.0911935,0.04821885,0.00121593,0.02398383,0.00611001,0.00041991,0.13906651,0.29166119,0.0003296,0.32031625,0.02787566,0.78979123,0.27633069,0.00878332,0.00514009,0.196002,0.01157575,0.00294478,0.32133922,0.37505342,0.00821071,0.00010662
1117,295,4.755493,-74.062965,45,38,7,0.07764482,0.00228588,0.2588364,0.00838156,0.00444186,0.62528516,0.00024145,0.40629819,0.51017881,0.10603387,0.00012647,0.00095565,0.17053232,0.07158534,0.03249531,0.00150978,0.02977983,0.00602334,0.00026063,0.17267373,0.32004768,0.00025678,0.3977248,0.02188191,1.38773035,0.21528089,0.01141832,0.00506718,0.2024283,0.00901832,0.00365643,0.31678121,0.38619362,0.00847991,8.37e-05
1117,295,4.755493,-74.062965,45,38,8,0.08472522,0.00275152,0.28243958,0.00929168,0.00403805,0.69318229,0.00019546,0.35986411,0.62321244,0.09639443,0.00011498,0.00105942,0.20527038,0.06006944,0.02410942,0.00164745,0.03249544,0.00598001,0.00031372,0.18841977,0.27766785,0.0003296,0.43399315,0.01836178,1.45168105,0.27633069,0.01010082,0.00503073,0.16387052,0.01157575,0.00398985,0.31450221,0.40104722,0.00686469,7.023e-05
1117,295,4.755493,-74.062965,45,38,9,0.08382344,0.00370397,0.2794334,0.00935517,0.00417265,0.6979193,0.00024145,0.37147263,0.51017881,0.09960757,0.00011881,0.00106666,0.27632551,0.05073222,0.02830237,0.00162992,0.03214957,0.00580668,0.00042232,0.1864143,0.22729182,0.00025678,0.42937389,0.01550762,1.19587823,0.21528089,0.01141832,0.00488491,0.2024283,0.00901832,0.00394739,0.3053862,0.34163282,0.00847991,5.932e-05
1117,295,4.755493,-74.062965,45,38,10,0.09364441,0.00332299,0.31217253,0.00850855,0.00228823,0.63475918,0.00027211,0.32503855,0.44296963,0.05462351,6.515e-05,0.00097013,0.24790346,0.04637485,0.0293506,0.00182089,0.0359163,0.00546001,0.00037888,0.20825508,0.25747746,0.00021845,0.47968043,0.01417567,0.8409518,0.18314941,0.00922249,0.00459327,0.22813348,0.0076723,0.00440987,0.28715419,0.35277302,0.00955672,5.422e-05
1117,295,4.755493,-74.062965,45,38,11,0.09158017,0.00315367,0.30529121,0.00908002,0.00363425,0.67739226,0.00025295,0.30762577,0.48268414,0.08675498,0.00010348,0.00103528,0.23527144,0.05633455,0.03983296,0.00178075,0.03512458,0.00424667,0.00035957,0.20366444,0.25787727,0.00022995,0.46910668,0.01722011,0.74822327,0.19278885,0.00878332,0.00357255,0.21206774,0.0080761,0.00431266,0.22334215,0.61271103,0.00888371,6.587e-05
1117,295,4.755493,-74.062965,45,38,12,0.08098423,0.00228588,0.26996865,0.00698463,0.00282664,0.52107097,0.00029127,0.31343003,0.47657422,0.0674761,8.048e-05,0.00079637,0.17053232,0.04917602,0.03773649,0.00157471,0.03106063,0.00520001,0.00026063,0.18010022,0.33024282,0.00020312,0.41483047,0.01503192,0.83775427,0.17029682,0.01185749,0.00437455,0.24419921,0.00713389,0.00381368,0.27348018,0.49759562,0.01022973,5.75e-05
