LON_1,Largo_Via,FID_Grilla,LON,CLASIFI_SU,IDEstacion,FID_LINK,Shape_Leng,LAT,IDNodo,COL,LAT_1,ROW,FID,hora,>C5_DSEL,>C5_GNV,>C5_GAS,AL_DSEL,AT_DSEL,AUT_GNV,AUT_GAS,BA_DSEL,BT_DSEL,B_DSEL,C2G_DSEL,C2G_GNV,C2G_GAS,C2P_DSEL,C2P_GNV,C2P_GAS,C3-C4_DSEL,C3-C4_GNV,C3-C4_GAS,CC_DSEL,CC_GNV,CC_GAS,ESP_DSEL,ESP_GNV,ESP_GAS,INT_DSEL,INT_GNV,INT_GAS,MB_DSEL,M_GAS,TX_GNV,TX_GAS,C5_DSEL,C5_GNV,C5_GAS
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,0,0.543738194831,0.204439636846,0.703822168324,0.924,0.44,0.537900141651,25.7775644295,0.0,1.848,0.528,3.11726402665,0.361485147362,0.598584159325,0.79613577659,0.0923217462688,0.152875810475,0.28559985991,0.107382435515,0.369684371241,1.54215442993,0.222104885807,9.27730523447,0.0447161189358,0.00538466353678,1.69523255086,0.174287946543,0.126920380365,0.109458339758,0.088,6.336,4.38093818534,2.39403269327,0.411922874871,0.154878512762,0.533198612366
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,1,0.560215109826,0.210634777356,0.725150112819,0.0146666666667,0.0293333333333,0.285843245763,13.6983468006,0.0,0.924,0.190666666667,2.18657009063,0.253559725668,0.4198701837,0.706430336973,0.0819192959849,0.135650367041,0.302076774905,0.113577576025,0.391012315736,0.819509781805,0.118027820673,4.93001364902,0.0372008048289,0.0044796780684,1.4103195171,0.093368542791,0.0679930609098,0.0586383962991,0.044,3.32933333333,2.32805588512,1.27220281706,0.313061384902,0.117707669699,0.405230945398
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,2,0.593168939816,0.223025058377,0.767806001807,0.0,0.044,0.233644229027,11.1968350646,0.0,0.674666666667,0.102666666667,2.09686465102,0.243157275383,0.402644740265,1.34558159424,0.156036754257,0.258381651506,0.378969044883,0.142488231741,0.490542723376,0.669855712832,0.0964742724328,4.02972347672,0.0338189134809,0.00407243460765,1.28210865191,0.20541079414,0.149584734002,0.129004471858,0.0,2.52266666667,1.90291997615,1.03988060156,0.318553689901,0.119772716536,0.412340260231
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,3,0.950168764703,0.357253102771,1.22991146586,0.528,0.0586666666667,0.303719621359,14.5550289019,0.0,0.850666666667,0.44,2.94906632737,0.341980553081,0.566286452886,1.24466297467,0.144333997688,0.239003027644,0.560215109826,0.210634777356,0.725150112819,0.870761175288,0.12540917281,5.23833220119,0.0315643192489,0.00380093896714,1.19663474178,0.230309072217,0.167716216911,0.144641377538,0.088,2.93333333333,2.47365037449,1.35176521963,0.488815144849,0.183789168477,0.632729020009
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,4,1.79049142944,0.673205268804,2.31763663509,2.00933333333,1.92133333333,0.679481036364,32.5624866723,0.161333333333,3.18266666667,3.608,6.51485755208,0.755477951862,1.25099782938,2.60145774885,0.301671058231,0.499537859581,1.16986096464,0.439854976244,1.51428405912,1.94806546632,0.280565194734,11.7191881676,0.281824279007,0.0339369550637,10.6842387659,0.995931123106,0.725259316371,0.625476227191,0.968,7.09866666667,5.53404654119,3.02416692162,0.906230324718,0.340732728076,1.17303694721
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,5,1.85090678442,0.695920784009,2.39583909822,3.27066666667,6.644,3.47248595932,166.410498187,1.34933333333,5.44133333333,8.59466666667,16.0236341514,1.85813768195,3.07689483336,4.75438829963,0.551329865042,0.912948501991,2.08707589935,0.784717797994,2.70153963598,9.95558318423,1.43382765264,59.8908787569,1.25693628437,0.151358819584,47.651704896,2.32176443074,1.69076078129,1.45814145464,2.56666666667,36.96,28.2817295614,15.4549966988,1.26323014961,0.474960772469,1.63514241126
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,6,0.252646029922,0.0949921544939,0.327028482251,2.88933333333,14.2266666667,6.18933752224,296.609043949,2.58133333333,5.236,10.1493333333,11.5495753505,1.33931547404,2.21777584211,5.12442323804,0.594239972462,0.984003456157,0.911722629717,0.342797774913,1.18014626204,17.7447699659,2.55564555046,106.749132314,2.05543840823,0.247513525598,77.9237147328,2.33421356978,1.69982652274,1.46595990748,2.86,103.825333333,50.4091800566,27.5468906412,0.241661419925,0.0908620608203,0.312809852588
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,7,0.0768922699761,0.0289106557155,0.0995304076417,2.552,20.9586666667,4.58082124621,219.52478847,3.44666666667,5.456,10.6773333333,9.69940065844,1.12476493694,1.86250107128,4.02553160275,0.466809956485,0.772991774093,0.41741517987,0.156943559599,0.540307927199,13.1331695802,1.89147148515,79.0066289907,1.06679883747,0.128462687234,40.4434051419,2.85085283989,2.07605479311,1.79042570033,3.15333333333,107.653333333,37.3085879027,20.3878656581,0.0439384399863,0.0165203746946,0.0568745186524
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,8,0.19223067494,0.0722766392889,0.248826019105,2.21466666667,20.4746666667,5.14106685734,246.373205527,3.344,6.27733333333,11.1906666667,13.0297151042,1.51095590372,2.50199565876,6.5821366318,0.763279789576,1.26391691195,1.47193773954,0.553432552268,1.90529637486,14.739388252,2.12280306113,88.6693324154,0.696669617706,0.0838921529175,26.4114382294,3.31147098432,2.41148722694,2.07970845541,2.75733333333,83.1746666667,41.8715191996,22.8813513546,0.186738369942,0.0702115924521,0.241716704273
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,9,0.373476739885,0.140423184904,0.483433408546,1.73066666667,17.0866666667,5.45211579271,261.279474091,2.69866666667,6.93733333333,10.1346666667,13.8146377008,1.60197734371,2.65271828881,6.06633035402,0.703465700443,1.16487061221,0.939184154707,0.353123009096,1.2156928362,15.6311624986,2.2512385883,94.034075223,0.260781399507,0.0314029957523,9.8864822714,2.39023469544,1.74062235929,1.50114294526,2.53733333333,64.6653333333,44.4048633149,24.2657371592,0.269122944917,0.101187295004,0.348356426746
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,10,1.58178383951,0.594733489005,2.04748267149,1.56933333333,14.5346666667,5.63606369757,270.094732912,2.18533333333,5.44133333333,9.66533333333,21.0695651297,2.44327551041,4.04582602651,6.66062889147,0.772381933574,1.27898917496,2.60335256918,0.978832200654,3.36981523017,16.1585393376,2.32719270181,97.2066731247,0.255896445339,0.0308147551978,9.70128879947,2.83217913132,2.06245618093,1.77869802107,2.80133333333,66.44,45.9030306106,25.0844342817,0.873276494728,0.328342447055,1.13038105822
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,11,1.36758394457,0.514196662368,1.77021939306,1.716,14.0946666667,5.51897343743,264.483465149,2.03866666667,4.56133333333,8.77066666667,19.4997199365,2.26123263045,3.74438076643,5.98783809435,0.694363556445,1.14979834921,1.88935291941,0.710376111867,2.44560430206,15.8228427102,2.27884484531,95.1871866081,0.265666353678,0.0319912363067,10.0716757433,2.5333997944,1.84487838602,1.59105515292,2.61066666667,66.3666666667,44.9493867051,24.5633005449,0.582184329819,0.218894964703,0.753587372144
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,12,1.12043021965,0.421269554713,1.45030022564,1.936,14.08,5.50127582558,263.635349868,1.77466666667,5.06,8.24266666667,16.8646226478,1.95566065336,3.23838336556,7.1427956294,0.828295103849,1.37157593342,2.08158359435,0.782652751157,2.69443032115,15.7721038307,2.2715373067,94.8819512414,0.394553990611,0.0475117370893,14.9579342723,2.73258601902,1.98993024929,1.71615039836,2.61066666667,63.9613333333,44.8052481606,24.4845337662,0.944676459705,0.355188055933,1.22280215103
