LON_1,Largo_Via,FID_Grilla,LON,CLASIFI_SU,IDEstacion,FID_LINK,Shape_Leng,LAT,IDNodo,COL,LAT_1,ROW,FID,hora,NH>C5_DSEL,NH>C5_GNV,NH>C5_GAS,NHAL_DSEL,NHAT_DSEL,NHAUT_GNV,NHAUT_GAS,NHBA_DSEL,NHBT_DSEL,NHB_DSEL,NHC2G_DSEL,NHC2G_GNV,NHC2G_GAS,NHC2P_DSEL,NHC2P_GNV,NHC2P_GAS,NHC3-C4_DSEL,NHC3-C4_GNV,NHC3-C4_GAS,NHCC_DSEL,NHCC_GNV,NHCC_GAS,NHESP_DSEL,NHESP_GNV,NHESP_GAS,NHINT_DSEL,NHINT_GNV,NHINT_GAS,NHMB_DSEL,NHM_GAS,NHTX_GNV,NHTX_GAS,NHC5_DSEL,NHC5_GNV,NHC5_GAS
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,0,0.768922699761,0.289106557155,0.995304076417,1.50333333333,0.476666666667,1.59010360917,76.2018729149,0.0,1.65,0.256666666667,2.66313023858,0.3088227428,0.511380351942,0.448527198079,0.052012251419,0.086127217169,0.233422962428,0.087764490565,0.302145880342,4.55881145038,0.656571272601,27.4249352146,0.0610619271183,0.00735300693048,2.31491839929,0.171175661783,0.124653945001,0.107503726548,0.0366666666667,8.83666666667,12.95062983,7.07707570843,0.219692199932,0.082601873473,0.284372593263
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,1,0.590422787317,0.221992534958,0.764251344393,0.0,0.0,1.19771716486,57.3977007903,0.0,0.44,0.22,2.85936088775,0.331578102797,0.549061009453,0.448527198079,0.052012251419,0.086127217169,0.164769149949,0.0619514051046,0.213279444947,3.43384336341,0.494550593189,20.6573429947,0.0460312989046,0.00554303599375,1.74509233177,0.155614237985,0.113321768183,0.0977306604987,0.0366666666667,7.81,9.75483078821,5.33068097206,0.205961437436,0.0774392563809,0.266599306184
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,2,0.535499737333,0.20134206659,0.693158196078,0.0,0.0366666666667,1.14364112869,54.8062374336,0.0,0.403333333333,0.0366666666667,2.38280073979,0.276315085664,0.457550841211,0.840988496396,0.0975229714107,0.161488532192,0.329538299897,0.123902810209,0.426558889893,3.27880789812,0.472222002976,19.7246793744,0.0432130561144,0.0052036664431,1.63824994411,0.171175661783,0.124653945001,0.107503726548,0.11,5.79333333333,9.31440745785,5.09000470429,0.151038387453,0.0567887880127,0.195506157868
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,3,0.851307274734,0.320082259708,1.10194379889,0.0,0.0366666666667,1.13783130662,54.5278157508,0.0,0.44,0.22,2.60706433882,0.302321211372,0.500614449795,0.756889646757,0.0877706742697,0.145339678973,0.288346012409,0.108414958933,0.373239028657,3.26215119525,0.46982306353,19.6244758449,0.0394553990611,0.00475117370893,1.49579342723,0.140052814187,0.101989591365,0.0879575944487,0.0733333333333,7.04,9.2670892488,5.06414692346,0.329538299897,0.123902810209,0.426558889893
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,4,1.20830709962,0.4543103041,1.56404926294,1.24666666667,1.21,0.98543520467,47.2246008368,0.0,2.2,1.54,4.12084363236,0.477862559913,0.79129380774,1.73804289256,0.201547474249,0.333742966531,0.782653462257,0.294269174247,1.0130773635,2.8252330658,0.406897036561,16.9960601878,0.0742137268052,0.00893673150011,2.81351620836,0.855878308919,0.623269725005,0.537518632741,0.623333333333,5.64666666667,8.02589622685,4.38587744157,0.535499737333,0.20134206659,0.693158196078
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,5,1.82619141193,0.686628073243,2.3638471815,2.56666666667,4.07,1.70495932237,81.706055416,0.476666666667,3.70333333333,6.27,8.5220167635,0.988232776962,1.63641712621,3.27985513594,0.380339588501,0.629805275548,1.44173006205,0.542074794666,1.86619514328,4.88810165351,0.703996460081,29.4058819122,0.170033981668,0.0204752962218,6.44615738877,1.66507234644,1.21254291956,1.04571806733,1.94333333333,22.9533333333,13.8860744242,7.58826414493,0.782653462257,0.294269174247,1.0130773635
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,6,0.837576512238,0.314919642616,1.08417051181,1.68666666667,9.05666666667,3.96676774452,190.097758289,0.733333333333,3.70333333333,8.94666666667,11.4935094508,1.33281394261,2.20700993995,4.8777332791,0.565633234181,0.936633486712,1.18084557463,0.443985069917,1.52850268878,11.3726842141,1.63792203924,68.415886724,0.275248379164,0.0331450927788,10.4349398614,2.19416075559,1.59783693138,1.37800231303,2.89666666667,53.4966666667,32.3074171926,17.6548971298,0.453115162359,0.170366364038,0.586518473603
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,7,0.86503803723,0.325244876801,1.11971708597,1.13666666667,15.9133333333,4.92538838581,236.037335974,0.953333333333,3.81333333333,6.12333333333,11.1010481524,1.28730322262,2.13164862493,3.02755858702,0.351082697079,0.581358715892,0.919961087214,0.345895345169,1.19081023429,14.1210401896,2.03374704759,84.9494690836,0.216065280572,0.0260183322155,8.19124972054,2.16303790799,1.57517257774,1.35845618093,2.56666666667,58.7033333333,40.1149216853,21.9214309676,0.453115162359,0.170366364038,0.586518473603
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,8,0.700268887283,0.263293471694,0.906437641023,0.843333333333,16.6466666667,5.37453232261,257.56147377,0.843333333333,3.96,7.48,12.3064649973,1.42708614831,2.36311552107,3.64428348438,0.422599542781,0.699783639498,1.18084557463,0.443985069917,1.52850268878,15.4087314509,2.21920352003,92.6959727067,0.181306952828,0.0218327744243,6.87352693942,2.14747648419,1.56384040092,1.34868311488,2.27333333333,50.93,43.7729832309,23.9204363321,0.411922874871,0.154878512762,0.533198612366
-74.07196,329.26,3428.0,-74.07196,Local,1.0,360.0,329.259724639,4.827202,3493.0,37.0,4.827202,53.0,360,9,0.86503803723,0.325244876801,1.11971708597,0.99,13.7133333333,5.31732792072,254.820091046,0.953333333333,3.37333333333,6.12333333333,12.3905638469,1.43683844545,2.3792643743,4.90576622899,0.568883999895,0.942016437787,0.919961087214,0.345895345169,1.19081023429,15.2447269918,2.1955831932,91.7093533398,0.153124524927,0.018439078918,5.80510306281,2.085230789,1.51851169365,1.30959085068,2.34666666667,41.69,43.307080865,23.6658366439,0.425653637367,0.160041129854,0.550971899445
