ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
53,37,4.8272,-74.072,PNH4,g/s,8.16046408333e-09,4.77281108333e-09,4.43003216667e-09,6.18046775e-09,1.95979438333e-08,6.48321604167e-08,9.85585678334e-08,7.62190535833e-08,7.62943466667e-08,6.84754136667e-08,7.24225096666e-08,6.90405764166e-08,7.082833325e-08,7.61418533333e-08,8.20015966667e-08,9.14063759167e-08,8.98254095e-08,8.636885275e-08,7.51293693333e-08,7.01279355e-08,6.336547425e-08,5.1043955e-08,3.14117305834e-08,1.608076e-08,8.16046408333e-09,
42,39,4.728607,-74.05397,PNO3,g/s,3.27250711111e-08,1.913992e-08,1.77653066667e-08,2.47848933333e-08,7.85916444444e-08,2.5998984e-07,3.95239422222e-07,3.05653533333e-07,3.05955484444e-07,2.74600008889e-07,2.90428631111e-07,2.76866417778e-07,2.84035662222e-07,3.05343937778e-07,3.28842684444e-07,3.6655772e-07,3.6021772e-07,3.46356231111e-07,3.01283693333e-07,2.81226942222e-07,2.54108128889e-07,2.04696391111e-07,1.2596728e-07,6.448704e-08,3.27250711111e-08,
42,39,4.728607,-74.05397,PNA,g/s,3.27250711111e-09,1.913992e-09,1.77653066667e-09,2.47848933333e-09,7.85916444444e-09,2.5998984e-08,3.95239422222e-08,3.05653533333e-08,3.05955484444e-08,2.74600008889e-08,2.90428631111e-08,2.76866417778e-08,2.84035662222e-08,3.05343937778e-08,3.28842684444e-08,3.6655772e-08,3.6021772e-08,3.46356231111e-08,3.01283693333e-08,2.81226942222e-08,2.54108128889e-08,2.04696391111e-08,1.2596728e-08,6.448704e-09,3.27250711111e-09,
53,37,4.8272,-74.072,PSI,g/s,2.39373613111e-05,1.40002458444e-05,1.29947610222e-05,1.81293720666e-05,5.74873019111e-05,0.000190174337222,0.000289105132312,0.000223575890511,0.000223796750222,0.000200861213423,0.000212439361689,0.000202519024156,0.000207763110867,0.000223349436444,0.000240538016889,0.000268125369356,0.000263487867866,0.000253348634733,0.000220379483377,0.0002057086108,0.0001858720578,0.000149728934666,9.21410763778e-05,4.71702293333e-05,2.39373613111e-05,
42,39,4.728607,-74.05397,PAL,g/s,2.53619301111e-08,1.4833438e-08,1.37681126667e-08,1.92082923333e-08,6.09085244444e-08,2.01492126e-07,3.06310552222e-07,2.36881488333e-07,2.37115500444e-07,2.12815006889e-07,2.25082189111e-07,2.14571473778e-07,2.20127638222e-07,2.36641551778e-07,2.54853080444e-07,2.84082233e-07,2.79168733e-07,2.68426079111e-07,2.33494862333e-07,2.17950880222e-07,1.96933799889e-07,1.58639703111e-07,9.7624642e-08,4.9977456e-08,2.53619301111e-08,
42,39,4.728607,-74.05397,PH2O,g/s,1.64034418944e-07,9.5938849e-08,8.90485996667e-08,1.24234277833e-07,3.93940617778e-07,1.303199073e-06,1.98113760389e-06,1.53208833583e-06,1.53360186578e-06,1.37643254456e-06,1.45577351344e-06,1.38779291911e-06,1.42372875689e-06,1.53053648811e-06,1.64832395578e-06,1.8373705715e-06,1.8055913215e-06,1.73611060844e-06,1.51018451283e-06,1.40965004789e-06,1.27371699606e-06,1.02604066044e-06,6.31410991e-07,3.23241288e-07,1.64034418944e-07,
42,39,4.728607,-74.05397,PCA,g/s,2.04531694444e-07,1.196245e-07,1.11033166667e-07,1.54905583333e-07,4.91197777778e-07,1.6249365e-06,2.47024638889e-06,1.91033458333e-06,1.91222177778e-06,1.71625005556e-06,1.81517894444e-06,1.73041511111e-06,1.77522288889e-06,1.90839961111e-06,2.05526677778e-06,2.29098575e-06,2.25136075e-06,2.16472644444e-06,1.88302308333e-06,1.75766838889e-06,1.58817580556e-06,1.27935244444e-06,7.872955e-07,4.03044e-07,2.04531694444e-07,
42,39,4.728607,-74.05397,PCL,g/s,3.02706907778e-08,1.7704426e-08,1.64329086667e-08,2.29260263333e-08,7.26972711111e-08,2.40490602e-07,3.65596465556e-07,2.82729518333e-07,2.83008823111e-07,2.54005008222e-07,2.68646483778e-07,2.56101436444e-07,2.62732987556e-07,2.82443142444e-07,3.04179483111e-07,3.39065891e-07,3.33201391e-07,3.20379513778e-07,2.78687416333e-07,2.60134921556e-07,2.35050019222e-07,1.89344161778e-07,1.16519734e-07,5.9650512e-08,3.02706907778e-08,
53,37,4.8272,-74.072,PFE,g/s,3.12817789861e-05,1.82957758194e-05,1.69817899722e-05,2.36917930416e-05,7.51254513611e-05,0.000248523281597,0.000377807843362,0.000292173038736,0.000292461662222,0.000262489085723,0.000277619620389,0.000264655542931,0.000271508610792,0.000291877104444,0.000314339453889,0.000350391107681,0.000344330736416,0.000331080602208,0.000287995915777,0.00026882375275,0.000242900984625,0.000195668494166,0.000120411633903,6.16429133333e-05,3.12817789861e-05,
42,39,4.728607,-74.05397,PEC,g/s,5.338277225e-07,3.12219945e-07,2.89796565e-07,4.043035725e-07,1.2820262e-06,4.241084265e-06,6.447343075e-06,4.9859732625e-06,4.99089884e-06,4.479412645e-06,4.737617045e-06,4.51638344e-06,4.63333174e-06,4.980922985e-06,5.36424629e-06,5.9794728075e-06,5.8760515575e-06,5.64993602e-06,4.9146902475e-06,4.587514495e-06,4.1451388525e-06,3.33910988e-06,2.054841255e-06,1.05194484e-06,5.338277225e-07,
53,37,4.8272,-74.072,PM2.5 BRAKE,g/s,0.00142018904167,0.000859043452778,0.000806164708333,0.00112575922778,0.00352713291945,0.0114861532139,0.0172213756306,0.0129866851973,0.0128916631639,0.0114019335583,0.0122174658555,0.011612383325,0.0119835435166,0.0129689845333,0.0140696349028,0.0160813872056,0.015626399925,0.0146884757,0.0125987485111,0.0116980436806,0.0105437980694,0.00848818195,0.00525013678889,0.00273107123611,0.00142018904167,
53,37,4.8272,-74.072,PNA,g/s,4.35224751111e-08,2.54549924444e-08,2.36268382222e-08,3.29624946666e-08,1.04522367111e-07,3.45771522222e-07,5.25645695112e-07,4.06501619111e-07,4.06903182222e-07,3.65202206223e-07,3.86253384889e-07,3.68216407556e-07,3.77751110667e-07,4.06089884444e-07,4.37341848889e-07,4.87500671556e-07,4.79068850666e-07,4.60633881333e-07,4.00689969777e-07,3.74015656e-07,3.37949196e-07,2.72234426666e-07,1.67529229778e-07,8.57640533333e-08,4.35224751111e-08,
53,37,4.8272,-74.072,PMOTHR,g/s,0.000122219270576,7.1482391595e-05,6.63485917601e-05,9.25648654918e-05,0.000293518404792,0.000970991266561,0.00147611167044,0.00114153276552,0.00114266043003,0.00102555627049,0.00108467192728,0.00103402071299,0.00106079594709,0.00114037653737,0.00122813791327,0.0013689932921,0.00134531515808,0.00129354630763,0.00112521256451,0.00105030608998,0.000949024707842,0.000764485314035,0.000470453488946,0.00024084154252,0.000122219270576,
42,39,4.728607,-74.05397,POC,g/s,2.18848913056e-06,1.27998215e-06,1.18805488333e-06,1.65748974167e-06,5.25581622222e-06,1.738682055e-05,2.64316363611e-05,2.04405800417e-05,2.04607730222e-05,1.83638755944e-05,1.94224147056e-05,1.85154416889e-05,1.89948849111e-05,2.04198758389e-05,2.19913545222e-05,2.4513547525e-05,2.4089560025e-05,2.31625729556e-05,2.01483469917e-05,1.88070517611e-05,1.69934811194e-05,1.36890711556e-05,8.42406185e-06,4.3125708e-06,2.18848913056e-06,
42,39,4.728607,-74.05397,PMN,g/s,2.18848913056e-08,1.27998215e-08,1.18805488333e-08,1.65748974167e-08,5.25581622222e-08,1.738682055e-07,2.64316363611e-07,2.04405800417e-07,2.04607730222e-07,1.83638755944e-07,1.94224147056e-07,1.85154416889e-07,1.89948849111e-07,2.04198758389e-07,2.19913545222e-07,2.4513547525e-07,2.4089560025e-07,2.31625729556e-07,2.01483469917e-07,1.88070517611e-07,1.69934811194e-07,1.36890711556e-07,8.42406185e-08,4.3125708e-08,2.18848913056e-08,
53,37,4.8272,-74.072,PSO4,g/s,9.08531667944e-06,5.31372967278e-06,4.93210247889e-06,6.88092076167e-06,2.18190441344e-05,7.21798052639e-05,0.000109728538854,8.48572129894e-05,8.49410392889e-05,7.62359605489e-05,8.06303940955e-05,7.68651750772e-05,7.88555443517e-05,8.47712633777e-05,9.12951109556e-05,0.000101765765187,0.000100005622577,9.61573227283e-05,8.36440311911e-05,7.807576819e-05,7.0546894665e-05,5.68289365666e-05,3.49717267161e-05,1.79032461334e-05,9.08531667944e-06,
53,37,4.8272,-74.072,PNCOM,g/s,1.16422620922e-05,6.80921047889e-06,6.32017922445e-06,8.81746732333e-06,2.79597332023e-05,9.24938821945e-05,0.000140610223442,0.000108739183113,0.000108846601244,9.76915901644e-05,0.000103322780458,9.84978890212e-05,0.000101048422103,0.000108629044089,0.000116988944577,0.000130406429641,0.000128150917553,0.000123219563256,0.000107184566916,0.00010004918798,9.040140993e-05,7.28227091334e-05,4.48140689655e-05,2.29418842667e-05,1.16422620922e-05,
42,39,4.728607,-74.05397,PTI,g/s,7.363141e-08,4.306482e-08,3.997194e-08,5.576601e-08,1.768312e-07,5.8497714e-07,8.892887e-07,6.8772045e-07,6.8839984e-07,6.1785002e-07,6.5346442e-07,6.2294944e-07,6.3908024e-07,6.8702386e-07,7.3989604e-07,8.2475487e-07,8.1048987e-07,7.7930152e-07,6.7788831e-07,6.3276062e-07,5.7174329e-07,4.6056688e-07,2.8342638e-07,1.4509584e-07,7.363141e-08,
42,39,4.728607,-74.05397,PMG,g/s,2.27030180833e-06,1.32783195e-06,1.23246815e-06,1.719451975e-06,5.45229533333e-06,1.803679515e-05,2.74197349167e-05,2.1204713875e-05,2.12256617333e-05,1.90503756167e-05,2.01484862833e-05,1.92076077333e-05,1.97049740667e-05,2.11832356833e-05,2.28134612333e-05,2.5429941825e-05,2.4990104325e-05,2.40284635333e-05,2.0901556225e-05,1.95101191167e-05,1.76287514417e-05,1.42008121333e-05,8.73898005e-06,4.4737884e-06,2.27030180833e-06,
42,39,4.728607,-74.05397,PK,g/s,3.88610219444e-09,2.2728655e-09,2.10963016667e-09,2.94320608333e-09,9.33275777778e-09,3.08737935e-08,4.69346813889e-08,3.62963570833e-08,3.63322137778e-08,3.26087510556e-08,3.44883999444e-08,3.28778871111e-08,3.37292348889e-08,3.62595926111e-08,3.90500687778e-08,4.352872925e-08,4.277585425e-08,4.11298024444e-08,3.57774385833e-08,3.33956993889e-08,3.01753403056e-08,2.43076964444e-08,1.49586145e-08,7.657836e-09,3.88610219444e-09,
42,39,4.728607,-74.05397,PNH4,g/s,6.13595083333e-10,3.588735e-10,3.330995e-10,4.6471675e-10,1.47359333333e-09,4.8748095e-09,7.41073916667e-09,5.73100375e-09,5.73666533333e-09,5.14875016667e-09,5.44553683333e-09,5.19124533333e-09,5.32566866667e-09,5.72519883333e-09,6.16580033333e-09,6.87295725e-09,6.75408225e-09,6.49417933333e-09,5.64906925e-09,5.27300516667e-09,4.76452741667e-09,3.83805733333e-09,2.3618865e-09,1.209132e-09,6.13595083333e-10,
53,37,4.8272,-74.072,PNO3,g/s,4.35224751111e-07,2.54549924444e-07,2.36268382222e-07,3.29624946666e-07,1.04522367111e-06,3.45771522222e-06,5.25645695112e-06,4.06501619111e-06,4.06903182222e-06,3.65202206223e-06,3.86253384889e-06,3.68216407556e-06,3.77751110667e-06,4.06089884444e-06,4.37341848889e-06,4.87500671556e-06,4.79068850666e-06,4.60633881333e-06,4.00689969777e-06,3.74015656e-06,3.37949196e-06,2.72234426666e-06,1.67529229778e-06,8.57640533333e-07,4.35224751111e-07,
53,37,4.8272,-74.072,PAL,g/s,3.37299182111e-07,1.97276191444e-07,1.83107996222e-07,2.55459333666e-07,8.10048345111e-07,2.67972929722e-06,4.07375413712e-06,3.15038754811e-06,3.15349966222e-06,2.83031709823e-06,2.99346373289e-06,2.85367715856e-06,2.92757110767e-06,3.14719660444e-06,3.38939932889e-06,3.77813020456e-06,3.71278359266e-06,3.56991258033e-06,3.10534726577e-06,2.898621334e-06,2.619106269e-06,2.10981680666e-06,1.29835153078e-06,6.64671413333e-07,3.37299182111e-07,
53,37,4.8272,-74.072,PH2O,g/s,2.18156406494e-06,1.27593149628e-06,1.18429526589e-06,1.65224504517e-06,5.23918365144e-06,1.73317975514e-05,2.63479904674e-05,2.03758936579e-05,2.03960220089e-05,1.83057605869e-05,1.93609509175e-05,1.84568474287e-05,1.89347744222e-05,2.03552554577e-05,2.19217601756e-05,2.44359711617e-05,2.40133261397e-05,2.30892733018e-05,2.00845847351e-05,1.8747534757e-05,1.69397034495e-05,1.36457506366e-05,8.39740264261e-06,4.29892317334e-06,2.18156406494e-06,
53,37,4.8272,-74.072,PCA,g/s,2.72015469444e-06,1.59093702778e-06,1.47667738889e-06,2.06015591667e-06,6.53264794444e-06,2.16107201389e-05,3.28528559444e-05,2.54063511944e-05,2.54314488889e-05,2.28251378889e-05,2.41408365555e-05,2.30135254722e-05,2.36094444167e-05,2.53806177777e-05,2.73338655556e-05,3.04687919722e-05,2.99418031667e-05,2.87896175833e-05,2.50431231111e-05,2.33759785e-05,2.112182475e-05,1.70146516666e-05,1.04705768611e-05,5.36025333334e-06,2.72015469444e-06,
53,37,4.8272,-74.072,PCL,g/s,4.02582894778e-07,2.35458680111e-07,2.18548253555e-07,3.04903075667e-07,9.66831895777e-07,3.19838658055e-06,4.86222267978e-06,3.76013997677e-06,3.76385443556e-06,3.37812040756e-06,3.57284381022e-06,3.40600176988e-06,3.49419777366e-06,3.75633143111e-06,4.04541210223e-06,4.50938121189e-06,4.43138686867e-06,4.26086340234e-06,3.70638222044e-06,3.459644818e-06,3.126030063e-06,2.51816844666e-06,1.54964537545e-06,7.93317493333e-07,4.02582894778e-07,
42,39,4.728607,-74.05397,PFE,g/s,2.35211448611e-06,1.37568175e-06,1.27688141667e-06,1.78141420833e-06,5.64877444444e-06,1.868676975e-05,2.84078334722e-05,2.19688477083e-05,2.19905504444e-05,1.97368756389e-05,2.08745578611e-05,1.98997737778e-05,2.04150632222e-05,2.19465955278e-05,2.36355679444e-05,2.6346336125e-05,2.5890648625e-05,2.48943541111e-05,2.16547654583e-05,2.02131864722e-05,1.82640217639e-05,1.47125531111e-05,9.05389825e-06,4.635006e-06,2.35211448611e-06,
53,37,4.8272,-74.072,PEC,g/s,7.0996037525e-06,4.1523456425e-06,3.854127985e-06,5.3770069425e-06,1.7050211135e-05,5.64039795625e-05,8.5745954015e-05,6.63105766175e-05,6.63760816e-05,5.957360989e-05,6.300758341e-05,6.00653014825e-05,6.16206499275e-05,6.62434124e-05,7.13413891e-05,7.95235470475e-05,7.8148106265e-05,7.51409018925e-05,6.536255132e-05,6.1011303885e-05,5.51279625975e-05,4.440824085e-05,2.73282056075e-05,1.39902612e-05,7.0996037525e-06,
42,39,4.728607,-74.05397,PM2.5 BRAKE,g/s,0.000106785747222,6.45925305556e-05,6.06165111111e-05,8.46472166667e-05,0.000265209433333,0.000863657883333,0.00129489626944,0.000976484716667,0.000969339897222,0.000857325311111,0.000918646180556,0.000873149283333,0.000901057263889,0.000975153777778,0.001057913025,0.00120917914167,0.00117496809444,0.00110444441944,0.000947315286111,0.000879590183333,0.000792801052778,0.000638236766667,0.000394764197222,0.000205352586111,0.000106785747222,
42,39,4.728607,-74.05397,PSI,g/s,1.79987891111e-06,1.0526956e-06,9.77091866667e-07,1.36316913333e-06,4.32254044444e-06,1.42994412e-05,2.17381682222e-05,1.68109443333e-05,1.68275516444e-05,1.51030004889e-05,1.59735747111e-05,1.52276529778e-05,1.56219614222e-05,1.67939165778e-05,1.80863476444e-05,2.01606746e-05,1.98119746e-05,1.90495927111e-05,1.65706031333e-05,1.54674818222e-05,1.39759470889e-05,1.12583015111e-05,6.9282004e-06,3.5467872e-06,1.79987891111e-06,
42,39,4.728607,-74.05397,PMOTHR,g/s,9.18981356308e-06,5.3748484095e-06,4.9888312115e-06,6.96006276475e-06,2.20700073533e-05,7.30100218815e-05,0.000110990640499,8.58332431638e-05,8.59180366973e-05,7.71128312462e-05,8.15578051528e-05,7.77492813573e-05,7.97625396207e-05,8.57463029268e-05,9.23451915923e-05,0.000102936280733,0.000101155889858,9.72633238753e-05,8.46061101573e-05,7.89737983812e-05,7.13583271194e-05,5.74825846813e-05,3.53739741105e-05,1.8109169964e-05,9.18981356308e-06,
53,37,4.8272,-74.072,POC,g/s,2.91056552306e-05,1.70230261972e-05,1.58004480611e-05,2.20436683083e-05,6.98993330056e-05,0.000231234705486,0.000351525558606,0.000271847957781,0.000272116503111,0.000244228975411,0.000258306951145,0.000246244722553,0.000252621055258,0.000271572610223,0.000292472361444,0.000326016074103,0.000320377293883,0.000308048908142,0.000267961417289,0.00025012296995,0.000226003524825,0.000182056772834,0.000112035172414,5.73547106666e-05,2.91056552306e-05,
53,37,4.8272,-74.072,PMN,g/s,2.91056552306e-07,1.70230261972e-07,1.58004480611e-07,2.20436683083e-07,6.98993330056e-07,2.31234705486e-06,3.51525558606e-06,2.71847957781e-06,2.72116503111e-06,2.44228975411e-06,2.58306951145e-06,2.46244722553e-06,2.52621055258e-06,2.71572610223e-06,2.92472361444e-06,3.26016074103e-06,3.20377293883e-06,3.08048908142e-06,2.67961417289e-06,2.5012296995e-06,2.26003524825e-06,1.82056772834e-06,1.12035172414e-06,5.73547106666e-07,2.91056552306e-07,
42,39,4.728607,-74.05397,PSO4,g/s,6.83135859444e-07,3.9954583e-07,3.70850776667e-07,5.17384648333e-07,1.64060057778e-06,5.42728791e-06,8.25062293889e-06,6.38051750833e-06,6.38682073778e-06,5.73227518556e-06,6.06269767444e-06,5.77958647111e-06,5.92924444889e-06,6.37405470111e-06,6.86459103778e-06,7.651892405e-06,7.519544905e-06,7.23018632444e-06,6.28929709833e-06,5.87061241889e-06,5.30450719056e-06,4.27303716444e-06,2.62956697e-06,1.34616696e-06,6.83135859444e-07,
42,39,4.728607,-74.05397,PNCOM,g/s,8.75395652222e-07,5.1199286e-07,4.75221953333e-07,6.62995896667e-07,2.10232648889e-06,6.95472822e-06,1.05726545444e-05,8.17623201667e-06,8.18430920889e-06,7.34555023778e-06,7.76896588222e-06,7.40617667556e-06,7.59795396444e-06,8.16795033556e-06,8.79654180889e-06,9.80541901e-06,9.63582401e-06,9.26502918222e-06,8.05933879667e-06,7.52282070444e-06,6.79739244778e-06,5.47562846222e-06,3.36962474e-06,1.72502832e-06,8.75395652222e-07,
53,37,4.8272,-74.072,PTI,g/s,9.7925569e-07,5.7273733e-07,5.3160386e-07,7.4165613e-07,2.35175326e-06,7.77985925e-06,1.182702814e-05,9.14628643e-06,9.1553216e-06,8.21704964e-06,8.69070116e-06,8.28486917e-06,8.49939999e-06,9.1370224e-06,9.8401916e-06,1.096876511e-05,1.077904914e-05,1.036426233e-05,9.01552432e-06,8.41535226e-06,7.60385691e-06,6.1252746e-06,3.76940767e-06,1.9296912e-06,9.7925569e-07,
53,37,4.8272,-74.072,PMG,g/s,3.01937171083e-05,1.76594010083e-05,1.63911190167e-05,2.2867730675e-05,7.25123921833e-05,0.000239878993542,0.000364666700984,0.000282010498258,0.000282289082667,0.000253359030567,0.000267963285766,0.000255450132741,0.000262064833025,0.000281724857333,0.000303405907667,0.000338203590892,0.00033235401515,0.000319564755175,0.000277978666533,0.00025947336135,0.000234452254725,0.0001888626335,0.000116223403159,5.9498812e-05,3.01937171083e-05,
53,37,4.8272,-74.072,PK,g/s,5.16829391944e-08,3.02278035278e-08,2.80568703889e-08,3.91429624167e-08,1.24120310944e-07,4.10603682639e-07,6.24204262944e-07,4.82720672694e-07,4.83197528889e-07,4.33677619889e-07,4.58675894555e-07,4.37256983972e-07,4.48579443917e-07,4.82231737777e-07,5.19343445556e-07,5.78907047472e-07,5.68894260167e-07,5.47002734083e-07,4.75819339111e-07,4.441435915e-07,4.0131467025e-07,3.23278381666e-07,1.98940960361e-07,1.01844813333e-07,5.16829391944e-08,
