OBJECTID_2,TARGET_FID,OBJECTID_3,CIV,ELEM,CODIGO_LOC,TIPO_CLA_1,NOMBRE_EJE,NOMBRE_EXT,NOMBRE_E_1,CLASIFI_SU,OBJECTID_5,USO,Input_FID,ESTACION,IDNodo,IDEstacion,ESTADO,FID_Grilla,Input_FID1,ROW,COL,ORIG_FID,Cs_Homog,Cs_Hetero,Largo_Via,LAT,LON,FID_LINK
321.0,320.0,321.0,11013224.0,24006795.0,11,11.0,,,,Local,11468.0,Rural,0.0,AK_45_X_AC_170,3493.0,1.0,REGULAR,3428.0,3429.0,53.0,37.0,356.0,0.1,8.3,329.26,4.827202,-74.07196,360.0
